    delta_RA   delta_DEC
    0.0357     -0.0731
   -0.3772      0.3310
   -0.1403     -0.1611
    0.1106     -0.1454
    0.1568     -0.0698
   -0.0390     -0.0714
   -0.3309      0.0937
    0.0802     -0.0610
   -0.1031      0.0213
    0.0274     -0.2445
    0.0527     -0.0281
    0.1585     -0.1278
   -0.5751      0.4130
    0.0112      0.0036
   -0.1847      0.0147
    0.3019      0.3700
    0.1234     -0.3691
    0.5491     -1.1965
    0.0419      0.0937
    0.0327     -0.4398
   -0.1796     -0.0632
   -0.2621     -0.1289
   -0.1438     -0.0384
   -0.1152      0.1827
    0.3683     -1.7283
   -0.0420      0.0411
    0.1438      0.4095
   -0.0938      0.2162
   -0.1323     -0.1049
   -0.0210      0.1823
   -0.1526     -0.0475
    0.0726     -0.5493
   -0.1930     -0.0358
    0.0734     -0.1330
   -0.0437      0.1210
    0.0699      0.0486
    0.0175      0.1016
    0.0145     -0.0125
    0.0936      0.1351
   -0.3334     -0.2244
   -0.1366      0.3169
   -0.2359     -0.2328
   -0.8860     -0.1673
    0.0695      0.3628
    0.1965      0.5713
    0.5650     -1.8954
   -0.0373     -0.0122
   -0.0498      0.0815
    0.0756      0.1035
   -0.7660     -0.0258
    0.1470      0.0311
   -0.0655      0.1335
   -0.1322      0.4772
    0.0171     -0.0201
    0.0229     -0.0052
   -0.0673      0.2173
   -0.0249      0.0024
    0.0591      0.0169
   -0.0414     -0.1835
    0.0151      0.2293
   -0.0387      0.2426
   -0.0981      0.3551
   -0.3726      0.2501
   -0.0854      0.2280
   -1.7766     -0.1878
    0.2736     -0.7627
   -9.9385     -7.7605
    0.2647     -0.1543
    0.2533     -0.4028
   -0.1799     -0.2480
   -0.0389      0.4018
    0.0340      0.0615
    0.0702      0.0588
    0.0626     -0.0728
    0.0610      0.2397
    0.0672     -0.1867
   -0.3958      0.4173
    0.0490      0.1509
    0.3537      0.0095
   -0.0352     -0.5258
    0.4054     -0.3170
   -0.0115      0.2519
    0.0002     -0.2723
   -0.2430     -0.2992
    0.1733      0.2110
    0.0127      0.1954
   -0.1373     -0.5184
   -0.3952      0.4189
   -0.0056     -0.0655
    0.1073     -0.0445
   -0.0825     -0.0756
    0.1188     -0.1659
    2.6613     -0.4878
    0.1552     -0.3412
    0.0449     -0.3667
    0.0524     -0.0474
   -0.2171      0.4705
    0.1435     -0.2040
    0.3295     -0.2820
    0.3866     -0.0922
    0.1284     -0.0125
   -0.1059      0.1053
    0.1089     -0.1209
   -0.1042      0.0474
   -0.2165      0.1302
    0.1249     -0.0594
    0.1616     -0.0880
   -0.2845     -0.2444
   -0.1006     -0.3646
    0.1498     -0.0606
    0.1073     -0.2213
   -0.2794      0.2917
    0.0164     -0.0653
   -0.1784      0.1451
   -0.1649      0.0608
   -0.1658      0.1518
    0.0347     -0.3578
   -0.1740     -0.3437
   -0.0433     -0.2501
   -0.2906     -0.2752
   -0.1701      0.0495
   -0.0530      0.0234
    0.1486      0.2364
   -0.1155      0.1210
    0.0495     -0.4133
    0.0362     -0.1608
    0.1198     -0.0862
    1.0855     -2.0689
   -0.0258      0.0551
   -0.0971      0.2682
    0.1840     -0.0393
    0.2508      0.1947
   -0.1733      0.1139
   -0.0204      0.2541
    0.0724     -0.1090
   -0.0311     -0.0714
   -0.0039      0.1956
   -0.0094      0.1018
    0.1107      0.2915
    0.1321      1.9282
   -0.0466      0.2612
   -0.6744     -0.7746
   -0.0271      0.3285
   -0.1591      0.3159
    0.0082      0.0189
   -0.0424      0.0644
    0.2237      0.0268
    0.0885      0.0436
    0.0337     -0.3110
   -0.9604     -0.0975
    0.1069      0.0394
   -0.0078     -0.0420
   -0.0069      0.1747
   -0.0259     -0.2765
    0.0083     -1.0494
   -0.0752      0.0893
   -0.0789      0.1883
   -0.2241     -0.4459
    0.0726     -0.0563
   -0.0087      0.0377
   -0.0021      0.0092
    0.0281      0.0690
   -0.0314      0.2981
    0.4183     -1.8414
    0.0848     -0.3359
    0.3905     -0.2551
    0.5086     -1.0624
    0.2492      0.4200
    0.1379     -0.3823
    0.1164     -0.2010
   -0.0583     -0.0928
   -0.0534      0.0240
    0.2760     -0.2034
    0.1412     -0.1583
    0.1359     -0.1471
   -0.0377      0.0372
   -0.0216     -0.1419
    0.2368     -0.5959
    0.1239      0.1510
   -1.1387      1.3882
   -0.0963      0.0635
   -0.0303      0.1322
    0.1183     -0.0031
   -0.7041     -0.7781
   -0.0782      0.0563
   -0.1107      0.4324
   -0.7408     -1.1397
   -0.3803      0.6135
   -0.4228      1.3086
   -0.1082      0.1951
   -0.0799     -0.0764
   -0.0371      0.0192
   -0.0158      0.0283
    0.0060      0.0029
    0.0094      0.1039
    0.0973      0.1093
   -0.3186     -0.0550
   -0.1718      0.3790
   -0.3811     -0.5037
   -0.0030      0.0331
   -0.0240      0.4265
   -0.1545     -0.3579
    0.0195     -0.2957
    0.1749     -0.2044
    0.0358     -0.1102
    0.0849     -0.3153
   -0.0361     -0.0486
   -0.1627     -0.5205
    0.1937      0.0569
   -0.8354     -0.3746
    0.1601     -0.0869
    0.1510     -1.0252
   -0.1129      0.0515
   -0.4297     -0.1548
    1.0834      1.2961
    0.1657     -0.4969
   -0.0332     -0.1629
    0.0769      0.1041
    0.0858     -0.0649
    0.0434     -0.2264
    0.0303     -0.3361
   -0.0564      0.0292
   -0.0381      0.1478
   -0.1828      0.3277
   -0.2135      0.0853
   -0.4457     -0.9439
   -0.3321      0.0734
    0.2137     -0.7111
   -0.2547     -0.1175
   -1.9067     -2.1707
   -0.8816     -0.9139
    0.1096     -0.0920
    0.0131     -0.0016
   -0.0479     -0.0509
   -0.0291     -0.2124
    0.1748     -0.2516
    0.0188     -0.0829
   -0.0435      0.1162
    0.0695     -1.3961
    0.1921     -0.1162
    0.0580      0.2959
   -0.1630      0.2250
   -0.0366     -0.0753
    0.0542     -0.1040
    0.3353     -0.3658
    0.1106     -0.0390
    0.2107     -0.1288
   -0.0402      0.0803
   -0.9696      1.9768
   -0.0667     -0.1172
   -0.4419     -0.3588
   -0.0525     -0.0683
   -0.3170     -0.4056
    0.2693     -0.1927
   -0.0495     -0.0625
    0.1189      0.0810
   -0.0744      0.1422
   -0.0320     -0.4205
    0.0292      0.3025
   -0.6437     -0.1530
    0.0361      0.2784
    0.1708      0.1469
   -0.0161      0.0642
   -0.0706      0.1365
   -0.0001      0.0131
   -0.1778     -0.0973
   -0.0343      0.3056
   -0.0736      0.0171
    0.1752      0.1630
   -0.1180     -0.1335
   -0.2898     -0.4972
    0.3629      0.3939
    0.0348      0.0841
   -0.1254      0.5413
   -0.0110     -0.0545
   -0.3157     -0.2564
   -0.0856     -0.0432
   -0.0437     -0.0697
    0.1394     -0.0282
    0.2261     -0.2995
    0.1210      0.1171
    0.0285     -0.7534
    0.0062      0.0259
    0.5554      0.1530
   -0.0796     -0.0268
   -0.2721     -0.0059
   -0.5646     -0.1279
    0.2529     -0.0484
   -0.1992     -0.1403
    0.6391      0.0418
    0.1718      0.0570
    0.5389     -0.0451
    0.1732     -0.2879
   -0.0871     -0.0391
    0.3474      0.3863
    0.0416     -0.0736
   -0.0049     -0.0296
   -0.0200      0.3053
   -0.0970      0.1345
    0.0040     -0.1724
   -0.3110      0.5104
   -0.1692     -0.1392
   -0.0638     -0.1427
   -0.3781     -0.7026
    0.0799     -0.1035
   -0.1087     -0.0212
   -0.3605     -0.3747
   -0.0570     -0.0174
    0.2014     -0.2535
   -0.5936     -0.0497
   -0.0736      0.0546
   -0.0713     -0.4553
    0.2572     -0.0047
    0.0527     -0.0581
    0.0706     -0.0429
   -0.1643      0.1500
   -0.2608     -0.4190
    0.0495      0.0861
   -0.3139      0.0924
    0.1498      0.1184
   43.7896    -33.1313
   -0.0501     -0.3570
    0.4152     -0.3271
   -0.3192      0.7043
   -0.2293     -0.3305
   -0.0026     -1.0288
   -0.0792      0.0169
   -3.4971      6.3914
    0.2393      0.2180
   -0.5576     -0.2507
   -0.2976     -0.6777
   -0.1085      0.1164
    0.0751     -0.0604
   -0.0678     -0.2901
    0.3537     -0.6142
   -0.0419     -0.0143
   -0.3944     -0.1356
    0.3212     -0.1031
   -0.0132     -0.2666
   -0.0580      0.5675
    0.3234      0.0015
   -0.1245     -0.1399
    0.0556      0.1423
   -0.0805      0.0020
    0.0867     -0.1097
    0.1260     -0.2186
    0.1050      0.0110
    0.1449     -0.0721
    0.0108      0.1037
    0.1314     -0.0838
   -0.1983      0.4225
   -0.2040      0.2806
    0.0236     -0.4179
   -0.2064     -0.0018
    0.3725      0.0368
    0.0500      0.1110
   -0.1486      0.0082
   -0.4508     -0.0593
   -0.4121      0.0680
    0.2696      0.1194
   -0.0547      0.0785
   -0.0939     -0.0764
   -0.0953     -0.0814
    0.0405      0.3270
   -0.2327      0.3096
    0.1547     -0.0812
    0.0986     -0.1693
    0.0884      0.5245
   -0.1275     -0.1044
   -0.0472     -0.1176
    0.1543     -0.0674
   -0.2888      0.0420
   -0.3766      0.3027
   -0.0264     -0.0641
    0.0348     -0.1596
    0.0671     -0.0354
    0.0221      0.5838
    0.0357      0.2330
    0.3312     -0.3719
    0.1724      0.1084
    0.0591      0.1984
  -15.4149      2.8753
    0.1561      0.0140
   -0.0580      0.0261
    0.2964     -0.5415
    0.4343      0.0660
   -0.5541      0.5133
    0.1691      0.0530
    0.1805      0.2679
   -0.8912     -1.0737
   -0.1626      0.2531
    0.1856      0.0292
    0.1792     -0.1918
    0.0259      0.0100
    0.0427     -0.9882
    0.1178      0.0055
   -0.2653      0.1319
    0.1377      0.5446
   -0.1375     -0.0369
    0.0313      0.1454
   -0.2937     -0.8708
   -0.1482      1.1034
   -0.4941     -1.0591
   -0.0383     -0.0864
    0.9844      0.1665
    0.1805      0.1593
   -0.0940      0.4169
   -0.4458      0.0047
    0.1261      0.0956
    0.4132      1.0675
    0.0110     -0.0649
    0.0908     -0.2085
    0.3288     -2.7452
    0.0876      0.1649
    0.0051      0.0757
    0.0693      0.0173
    0.1949     -0.5620
   -0.1435      0.0203
   -0.0110      0.0227
    0.4810      0.2905
    0.6969     -0.7225
   -0.8375      0.8074
    0.6309     -0.2091
   -0.1444      0.4987
   -0.0013      0.0606
   -0.6964      7.7186
   -0.0074      0.0147
    0.1512     -0.7730
   -0.1522     -0.0914
   -0.0953      1.4841
    0.0136      1.8753
    0.1728     -0.5313
    0.3449     -0.0313
    0.0006     -0.2276
   -0.2881     -0.1634
   -0.2542      0.0261
   -0.0436      0.1989
    0.7479     -0.4816
   -0.9047     -0.5308
    0.6609     -3.5953
   -0.2364      0.7750
   -2.3330      0.1493
   -0.1932      0.0938
    0.1700     -0.2099
    0.2737     -0.0804
    0.0222      0.2187
    0.0532     -0.1232
    0.1364     -0.2905
   -0.2085      0.1405
    0.1456      0.6003
   -0.0805     -0.5484
    0.2926      0.0487
    0.2594      0.4223
   -0.7339      0.0279
    0.0143      0.0316
    0.0379     -0.0493
   -0.2277      0.1521
    0.0245     -0.0510
    0.3962      0.4582
   -1.4379     -1.5047
   -1.6977      3.1642
   -0.1469     -0.3381
   -0.3988     -0.3644
    0.7169     -0.4208
   -0.2858     -0.0067
    0.2163     -0.4432
   -9.9360     35.2401
   -0.2363     -0.1024
   -2.9906     -0.6555
   -1.3468      0.0410
    0.0419     -0.4389
   -0.4966      0.2792
   -0.1305     -0.2108
   -1.8931      0.5165
   -0.3668      0.3177
   -0.5731      0.1212
    0.0723      0.7512
    0.0731     -0.7235
   -0.1314     -0.1262
    0.1334      0.7251
   -0.0666     -0.5091
   -0.1555     -0.2643
   -0.0113     -0.0127
   -0.1716      0.1968
   -0.1501     -0.2216
    0.0665     -0.7549
   -1.1501      1.4062
    0.0741      0.0174
   -0.0443     -0.0642
    0.1814      0.3602
    0.3484      0.2141
    0.5954     -1.7589
   -0.2920     -0.2827
    0.0924     -1.3056
    0.3703     -0.1297
   -0.0748     -0.3227
   -0.4794     -0.2547
    0.6802      0.3296
    0.4341     -0.4551
   -0.6579      0.2574
   -0.7684     -0.5562
   -6.8998     -3.4104
   -1.1336     -0.5059
   -0.2226      0.5323
    0.3149      1.2786
   -0.0683     -0.2696
   -1.0307      4.8096
    0.1136     -1.3014
   -0.3261      0.2981
   -0.6199      1.5014
   -0.2153     -0.0891
   -0.1471     -0.3199
    0.1485     -0.1614
    0.0995     -0.0634
    2.9980      0.3508
   -0.3399     -1.4156
    2.1828     -3.5454
    1.7089     -0.3375
    0.3491      0.2420
   -0.4325     -0.9293
   -1.3185      4.0950
    0.2810     -0.8332
    1.2741     -3.8140
    0.3536     -0.8385
    0.8654      0.6079
   -0.1161     -0.1605
    0.8680     -0.4207
    5.7581     -8.7691
   -0.0181      1.0192
    0.0124     -0.2587
   10.6148     -8.5321
   -1.0073     -0.1559
  -98.7865     -3.7128
   -1.5091     -2.6046
    0.7805     -0.0807
   -0.4305      0.0979
   -1.5703     -1.3870
    0.7874      0.0846
    0.0682     -0.0656
   -0.5250     -0.2556
    0.0083     -0.8171
   -0.2750     -0.4555
    0.6079     -1.2733
   -0.1060     -2.2173
    0.0392     -0.1548
    0.1585      1.0925
   -0.1742      0.3406
    0.3007     -0.1693
    0.1680     -0.3809
   -0.0267     -0.1674
   -0.1801      0.1913
   -0.8918      0.2687
   -0.3097     -0.4079
   -0.0224      0.9129
    0.1327      0.0540
    0.0130      0.4910
   -0.1015      0.1332
    0.2734     -0.3297
    0.3529     -0.4226
   -0.3660     -0.5868
    0.0812      0.0968
    0.2146      0.1492
    0.2934     -0.4957
   -0.2950     -0.5753
   -0.1834     -0.0853
   -1.5566      0.9518
    1.6911     -1.7709
    0.2114     -0.3943
    0.1774     -2.0185
    0.1598     -0.5806
    0.1140      0.1987
    0.2940     -1.0803
   -0.1241     -0.1238
   -0.4347      0.5406
   -1.8633      1.8014
   -1.5444     -0.9227
    0.2290      1.7986
    0.0091     -1.2656
   -0.0004      0.2054
    0.5974      0.0953
    0.1418      0.5772
    0.7034     -0.6013
    0.4484     -0.2271
    0.3490     -1.2016
    0.4593     -0.9080
   -2.3266     -0.6834
    0.5249     -1.6145
   -0.1719      0.2416
    0.0357      0.3139
    0.2238      0.5097
   -0.0316     -0.1927
    0.0468     -0.0642
   -0.0500      0.1202
    0.2680     -0.7698
   -0.3083     -0.7487
   -0.3891      1.0076
    0.1346      0.3216
    0.0101     -0.0400
   -0.1463     -0.0795
   -0.0546     -0.1493
    0.0039     -0.4635
    0.1240      0.2168
   -0.2747     -0.0639
    1.0530      1.0665
   -0.0876     -2.1332
    1.5118     -1.4913
    0.4302     -0.3403
   -0.0410     -0.4313
    0.0358      0.4097
    0.6482     -0.5670
    1.9716      1.7469
    0.5153      2.9230
   -1.4919     -4.6588
   -4.0110     -2.2802
    0.5470     -0.0636
   -0.3644      0.8277
    0.0100     -0.5831
    0.2342     -0.9542
    0.3919      0.0836
    0.0278      0.4191
    0.2930      0.0364
    0.2581     -1.1090
    0.0926      0.0301
   -0.5251      0.5484
    0.0262     -0.1075
    1.8919     -0.9387
   -0.3871      0.6317
    0.3738     -0.5701
   -0.8049     -0.4088
   -0.4394     -0.0909
   -0.0092     -0.5974
   -0.7220     -0.5875
    0.0601     -0.2543
    0.1601      0.4387
   -0.1073      2.5595
   -2.6378     -0.6930
   -0.2689      0.9240
   -1.2023     -0.7777
    1.0926      0.7006
    0.1787      0.2078
    0.6055      0.0694
    0.7526      0.1774
    1.0959     -1.4970
   -0.6819     -0.0184
    0.6860      0.1979
    1.0493      0.4900
    1.2687     -0.0338
    0.3856      0.5323
   -1.4152     -0.6120
   -1.9580      0.1617
   -0.7713      0.0944
   -1.0228      0.0289
   -1.0674      0.2046
   -1.1796     -0.0835
   -0.4477      1.0214
    0.0469     -0.2835
   -0.1097      0.0761
    0.6021     -0.4153
    0.2087     -0.9241
   -0.3048     -0.3044
   -0.4022      0.3896
    0.3913      0.1882
   -0.5372     -0.3368
    0.2461     -0.1758
    0.0362      0.3998
    0.1066     -0.0698
   -0.1612      1.2213
   -0.2380     -0.1610
   -0.0322      0.0624
    0.9541      0.2562
   -0.0460     -0.0353
    0.0935     -0.4757
    1.2784      0.0798
   -0.0784     -0.3310
   -0.0419     -0.3394
    1.2269     -0.4693
    0.1849      0.3799
    0.3296      0.3520
    0.1430      0.5477
   -0.4421      0.0879
   -0.5012     -1.1614
    2.3031      0.6393
   -1.2234      2.0559
    2.4671     -3.6351
   -0.4026      0.0248
    0.7637      0.2795
    0.1654      0.4224
   -0.2562      0.2332
    0.9292      1.9970
   -0.2432     -0.0439
   -0.9477     -0.1139
   -0.3058     -0.7283
   -0.1636      0.8512
    0.0410      1.2942
   -0.1427     -0.1604
    0.3761     -0.0514
   -0.3570     -0.0209
    0.4967      0.1026
   -0.2473      0.8400
    0.1910     -0.4541
   -0.2717     -0.1452
   -0.6041      0.1928
    0.1449      0.1383
   -0.3567     -0.4073
    0.3951      0.8360
    1.7552     16.8242
    0.1969      0.3237
   -0.4574      0.7338
    0.0951     -0.3721
   -0.0436      0.5751
   -0.3466      0.4179
   -0.4646     -0.3031
    0.8743     -0.4301
    0.5062      1.0862
    0.9665      0.6321
   -0.0114     -0.3230
    0.3577      0.0496
    0.2240      0.0203
   -0.0344     -0.2554
   -1.0646     -0.2630
    3.8169      6.5885
    0.3876     -0.1088
    5.4066     -1.0255
   -0.5825     -0.7905
    0.2321      0.3130
   -5.1339     -0.5483
    0.6077      0.3273
    0.2864     -0.0858
   -1.2031      2.7813
   -4.6221      4.6041
   -2.6850      5.4591
   -0.2783      2.4294
   -0.7944      0.3619
    0.4519     -0.1093
   -3.8777     10.0371
    4.6117     -0.3350
    0.5974      0.0773
   -0.1850      0.4621
    2.5255     -0.6600
    0.0729     -0.8919
    1.9250     -3.3096
    0.4406      0.4193
    0.1203      0.1929
    0.0683      0.4638
   -4.0352      2.8416
    0.6206     -0.3750
   -0.2343      0.1780
    0.0464     -4.9227
    0.5098     -0.2025
   -0.6022     -0.3222
   -1.4754     -1.9960
   -0.2691     -0.1451
   -0.6508      0.6552
   -0.2000     -2.5479
    0.7553     -0.0578
    0.0992     -0.1568
   -0.0342      0.7846
   -0.3915      0.1206
   -1.1106     -0.9324
    2.4727     -7.2973
   -0.1290      1.5717
   -2.6689     -1.6583
   -0.5280      4.9568
   -0.4188      0.7977
   -0.4815     -0.3813
   -0.5092     -1.4696
    0.0402     -2.4590
    0.0878     -0.3460
    1.0749     -0.1518
   -0.1819     -0.8570
    0.3120     -0.9753
   -6.7001    -10.5091
  -16.3465     -1.5472
    0.0865     -0.1921
    0.1106      0.1729
   -0.0833     -0.7256
   -0.1696      0.4750
   -0.7486      0.3432
   -0.1069     -0.2007
   -6.7937    -11.6790
   -0.7695     -0.5136
    0.0927      0.9866
    0.0902     -1.0439
   -0.2513      0.2810
   -0.0130     -0.6221
   -0.1385      0.4180
    0.1562     -0.7892
    0.1180      0.5694
   -0.1423     -0.3105
   -0.2611      0.1022
  -18.8545     -5.6269
   -0.2170      1.7398
    2.6438      0.1867
    0.5545     -0.6366
    2.4313      1.4534
    0.0367      0.6430
    0.5199     -0.7153
    0.4034     -1.4857
    0.6273     -0.8245
   -0.5681      0.0446
    0.1405     -0.2842
   -2.4777     -2.2394
   -1.0637      1.7738
   -1.3441      0.3517
    1.0356     -0.9909
    1.6385      4.8176
   -0.6742      1.1943
   -0.5764     -0.2171
   -0.3962     -0.1256
    0.8157     -0.9615
    0.0054     -0.1665
    0.4161      0.1851
    0.0234      7.1669
   -2.0946     -0.3092
    0.1090     -0.2326
   -0.0919     -0.2939
    0.9596      0.0469
    2.5938     -0.2843
   -1.9275      1.0659
   -0.1035     -0.4078
   -2.2036      0.1911
   -0.8938      0.8697
   -0.8337     -1.1441
    0.0627      0.3213
    0.9745     -0.4383
   -0.3691      0.8629
    0.1258      0.0082
   -0.6520     -0.9429
   -0.2544      0.0596
   -0.7904     -0.1326
    0.8228      1.5498
    0.2895      0.1447
    0.2327     -0.3800
   -0.7191     -0.2585
   -1.2161      0.8639
    0.5338     -0.0340
   -0.4840      0.2879
   -2.6022      1.1351
   14.9333     -0.3152
   -0.5081     -1.2486
    0.1954     -0.1935
  -10.9858     13.4237
   -0.9684      1.3530
   -0.2017     -0.3916
    1.0301     -6.8897
   -0.8960      1.1279
    3.5114     54.2164
    0.3182     -0.6301
   -0.2644      0.2767
   -0.2618      0.6369
   -0.2773     -0.7339
    0.6188     -0.5126
   -0.6582     -0.5463
   -0.5275     -0.7047
    0.6830      0.5490
    0.4383     -0.4601
   -0.7442      0.4190
    0.0814      0.7827
   -0.5196      0.5723
   -0.0696     -0.5832
   -0.0853     -1.9163
   -0.0293     -0.0148
    0.3136     -0.0773
    0.2261     -0.5018
    0.5637      0.2498
   -0.6279     -0.1310
    0.8200     -1.0770
    0.9732     -0.0409
   -0.9035     -2.2270
    0.1544     -1.4021
    0.6631     -0.1498
   -0.0197     -0.0413
   -0.2457     -0.5608
    1.3368      1.7706
   -1.4701     -1.4341
   -0.6159     -2.3466
    0.5486     -0.3388
   -0.6535     -0.8061
   -0.6820     -3.5306
    1.1387      0.1882
    0.6514      0.0519
   -0.2683     -1.1350
    2.0055     -2.3099
    0.3338      0.8491
   -0.3179      1.2832
    0.5655      3.4144
    0.8839      0.4548
   -0.1367     -1.2187
    0.5991      0.8119
    0.4766     -2.3794
    1.6294      0.1943
    0.6113      1.6544
    1.0542      0.8279
    0.2746     -0.9060
   -0.2858      0.4976
   -0.4766     -0.0311
   -0.4568     -1.7352
   -0.5110     -3.3258
   -1.6180      0.6136
    0.5085     -1.1742
   -2.2972      0.5513
   -0.2628     -0.1443
    0.7024     -0.4868
    1.2233     -0.9034
    2.6011      3.6988
    0.9904     -0.3614
   -0.1873      0.8295
    0.3227      2.2476
    0.4180      2.1147
    0.9125     -1.2205
   -0.2172      3.2469
   -0.6831      0.2086
   -0.5406      1.2178
    1.1240     -2.6534
    0.3350      0.4399
    2.0700      1.6055
   -0.4326     -1.3573
    0.9862     -0.0819
    2.5067     -2.9775
   -1.3649     -0.4539
   -1.0437      0.2370
   -0.3957     -0.5463
    0.1276     -0.5664
    0.3608     -0.2857
    2.1682     -0.2050
    0.8536     -1.9964
    0.6510     -1.6209
   -4.6379     -0.8077
    0.3875     -6.2627
    1.8532      0.9612
   -0.2454      1.2186
    0.5755     -0.6934
    0.2089     -1.4523
    0.9271      1.5982
    0.3551      5.1070
    0.3436     -5.8565
    0.2956     -0.0987
    0.4282      0.1441
   -0.4469      0.7229
    0.9407      1.0038
   -0.0808      1.5286
    0.2073     -1.0177
   -1.1188      0.1412
    1.0459      0.6371
    0.1844     -1.7049
    0.4517     -0.0394
    0.4954     -0.4410
    0.2119     -0.4690
    1.4517      1.8689
    0.6316     -4.3250
  -14.8417      0.7888
   -0.8669     -0.9783
   -5.6814     -1.5159
   -0.3026      0.5440
   -1.3857      4.5142
    0.3366     -1.2168
   -0.6160     -1.2624
    0.7239      1.7751
    0.0638      0.5031
   -1.6270     -0.3187
   -0.7673     -0.8837
   -1.4636     -1.7333
   -0.9854      1.0023
    0.6119     -0.5592
   -0.2100     -0.0350
    0.5054      0.3687
   -0.3042      1.4591
   -0.0564     -1.3749
   -0.2282     -1.0076
    0.1811      0.4786
    1.4514      0.4890
    2.7085     -2.1410
    2.8712      1.9197
   -0.9516     -3.8292
    0.1262     -1.3229
    0.2545      1.5781
    0.1219     -0.3483
    0.7480     -0.8679
    1.1460      0.8696
    0.2276      1.7361
    1.3246     -0.8005
    0.0506      0.2557
   -0.0734     -3.6945
    1.4850     -0.2170
    1.1048     -0.2596
    0.0393     -1.9097
    0.6333     -0.5497
    0.3066     -1.2882
    0.5273     -0.1195
    0.3435     -1.5428
    0.7244      0.3314
   -7.6358     -7.8896
   -0.9840      0.0855
    0.9415     -0.7247
   -0.6996      3.3565
   -0.3295      1.0159
    0.0034      0.6297
    1.9455     -4.1466
    0.2920      0.3756
   -0.2124      1.0635
   -1.9179     -2.1381
   -0.9658     -0.7060
   -1.4223      1.9634
    0.7607      1.8075
   -0.0487      1.6896
   -1.4719      3.2016
    0.0370     -1.5342
    4.3978      0.6509
   -0.5631      1.9783
   -0.6969     -0.6206
   -0.2353      2.1510
    0.1154      0.2933
    0.5502     -0.2595
    0.7519      1.6290
    0.9313     -0.5110
   -2.1908     -0.1293
   -0.3902     -0.8683
   -0.7269     -1.2184
   -0.5855     -0.2272
    0.0455     -0.4172
   -0.8515     -2.6416
    0.5736     -0.3800
    1.0938      1.9079
    0.4560      2.0374
    0.1330     -0.3501
    0.0677      0.7593
   -0.4253      1.5446
   -0.1398      1.0241
  -10.0528      2.4641
    1.2914      1.0274
    2.1495     -0.5772
   -1.2170      2.1344
   -0.7192     -0.6240
   -2.3516      2.3266
   -0.1215     -0.2806
    0.4064      0.9873
    1.0594      2.3266
    2.0424     -1.9269
   -0.6845     -1.1275
    0.5495      1.0941
    0.0778      2.9426
    0.3543     -0.8750
   -0.1359     -0.2114
   -1.1270     -1.2682
   -0.3411      0.3656
   -0.2602     -0.3826
   -1.1814     -1.4265
    0.8445     -0.6431
    1.4418      0.7700
    1.5259      0.9652
    0.0728     -0.8743
    0.5175      1.6035
   -0.4496     -0.9153
   -0.4481      0.6105
   -8.2741      1.8117
   -0.3815      0.2954
    0.3850     -0.9132
    0.7151     -1.0032
    0.9371      1.3472
    0.9054     -0.2030
    1.1193     -1.1834
   -0.9270     -7.3610
   -2.5466      0.1514
    0.0898     -1.0495
   -0.7892     -4.0171
    0.2325      0.7866
   -1.5701     -6.5439
    0.5945     -0.7207
   -2.0548      0.3744
   -1.6340      1.6126
   -0.2122      0.0742
    0.4755      0.4660
    0.4164     -0.3761
    0.2662      0.1306
    0.3445     -0.0585
    0.3456      0.4991
   -0.2192     -0.0965
   -0.0515     -0.0648
   -0.5059      0.2484
    0.4288     -0.0874
    1.0055      0.3050
   -0.0432     -0.0613
    0.5398      0.5236
    0.3711      0.3771
    0.2317      0.1140
   -0.2482      0.6227
    0.4114     -2.2540
    0.2963      1.3435
    0.5160     -1.0433
    3.5854      0.6558
   -0.8773     -1.3569
   -0.3833      2.1801
    1.0678     -1.5373
    1.7636     -0.2951
   -0.4964     -5.7947
   -0.2455     -5.9056
   -0.5499     -0.4173
   -0.7269      1.5697
   -0.1805      0.5312
   -1.5791     -2.3987
    0.4441     -5.5088
    0.3465      3.0241
   -0.5486      1.6237
    0.9682      0.9323
    0.1264     -2.1118
   -0.2662      0.6369
   -0.0402     -1.6013
   -0.8639     -1.4205
    0.5133     -2.8798
    0.2875     -0.5268
   -1.0337      0.4282
   -0.5943     -2.0074
    0.2481      0.3802
   -0.6502     -1.0627
   -2.5393      2.6482
   -0.0667      0.8714
   -1.3250     -0.2142
    0.2248     -1.0757
    0.6698     -3.6149
   -0.2664     -0.9119
    0.7113     -3.1326
    0.5158      0.0134
    0.0118      1.1512
   -0.3860      1.3394
   -1.0505      0.1853
   -1.6380     -1.1962
   -0.9133     -1.1124
    0.9945     -1.8775
   -0.2371      1.3254
   -0.0985      0.6927
    0.0638      0.6280
   -0.9493     -0.1166
    1.5750     -0.7404
   -0.8944      2.8954
    0.7266      0.0427
   -2.3875     -9.1944
    0.8930     -0.1944
    0.4841     -0.7643
    0.0869     -1.6561
    0.7009      0.1419
   -0.6015      0.8414
    0.1135      0.9317
   -0.4410     -0.6563
   -0.3587     -5.5773
    1.3374     -4.2344
    0.2448     -0.9036
    1.0813     -0.8570
    0.4438     -0.0871
    0.4352     -1.1773
    0.7531      2.0728
   -1.2429      2.2152
    0.3335     -0.1406
   -0.1792     -1.1578
    0.0080     -5.9915
    0.9821     -4.4882
   -0.0487      0.7358
    0.9494      0.1828
   -1.7294     -0.3690
    0.8986      0.5773
    0.7415      0.0862
   -2.0142      1.3074
