MJD,cpo_dx,cpo_dy,err_dx,err_dy
56336,0.000177,-0.000106,0.000177,0.000106
56337,0.000232,-4.6e-05,0.000232,4.6e-05
56338,0.000292,1.8e-05,0.000292,1.8e-05
56339,0.000353,5.4e-05,0.000353,5.4e-05
56340,0.000398,5.7e-05,0.000398,5.7e-05
56341,0.000402,2.8e-05,0.000402,2.8e-05
56342,0.000347,-3.7e-05,0.000347,3.7e-05
56343,0.000196,-0.000149,0.000196,0.000149
56344,0.00017,-0.00017,0.00017,0.00017
56345,0.000267,-0.000103,0.000267,0.000103
56346,0.000311,-8.7e-05,0.000311,8.7e-05
56347,0.000298,-0.00012,0.000298,0.00012
56348,0.000265,-0.000166,0.000265,0.000166
56349,0.000223,-0.000212,0.000223,0.000212
56350,0.00019,-0.000221,0.00019,0.000221
56351,0.000163,-0.000217,0.000163,0.000217
56352,0.000145,-0.000209,0.000145,0.000209
56353,0.000158,-0.000218,0.000158,0.000218
56354,0.00019,-0.000234,0.00019,0.000234
56355,0.000222,-0.000244,0.000222,0.000244
56356,0.000247,-0.000241,0.000247,0.000241
56357,0.000232,-0.000197,0.000232,0.000197
56358,0.000201,-0.000137,0.000201,0.000137
56359,0.000167,-7.3e-05,0.000167,7.3e-05
56360,0.000155,-3e-05,0.000155,3e-05
56361,0.000158,-3e-06,0.000158,3e-06
56362,0.000167,1.1e-05,0.000167,1.1e-05
56363,0.000178,1.3e-05,0.000178,1.3e-05
56364,0.000188,3e-06,0.000188,3e-06
56365,0.000187,-2.1e-05,0.000187,2.1e-05
56366,0.000189,-5.4e-05,0.000189,5.4e-05
56367,0.000213,-9.7e-05,0.000213,9.7e-05
56368,0.000251,-0.000143,0.000251,0.000143
56369,0.000291,-0.000184,0.000291,0.000184
56370,0.000322,-0.000211,0.000322,0.000211
56371,0.00031,-0.000197,0.00031,0.000197
56372,0.000281,-0.000165,0.000281,0.000165
56373,0.000247,-0.000129,0.000247,0.000129
56374,0.000237,-0.000123,0.000237,0.000123
56375,0.000235,-0.000131,0.000235,0.000131
56376,0.000226,-0.000133,0.000226,0.000133
56377,0.000199,-0.000122,0.000199,0.000122
56378,0.000142,-8.5e-05,0.000142,8.5e-05
56379,0.000106,-7.4e-05,0.000106,7.4e-05
56380,0.000106,-0.000105,0.000106,0.000105
56381,0.000126,-0.000156,0.000126,0.000156
56382,0.000157,-0.000214,0.000157,0.000214
56383,0.000187,-0.000266,0.000187,0.000266
56384,0.000207,-0.000296,0.000207,0.000296
56385,0.000206,-0.000291,0.000206,0.000291
56386,0.000144,-0.000199,0.000144,0.000199
56387,8.4e-05,-9.9e-05,8.4e-05,9.9e-05
56388,0.000107,-5.1e-05,0.000107,5.1e-05
56389,0.000182,-4.5e-05,0.000182,4.5e-05
56390,0.00025,-5.7e-05,0.00025,5.7e-05
56391,0.00027,-7.2e-05,0.00027,7.2e-05
56392,0.000184,-6.4e-05,0.000184,6.4e-05
56393,0.000183,-0.000174,0.000183,0.000174
56394,0.000233,-0.00024,0.000233,0.00024
56395,0.000267,-0.000248,0.000267,0.000248
56396,0.000275,-0.000237,0.000275,0.000237
56397,0.00027,-0.000212,0.00027,0.000212
56398,0.00026,-0.000186,0.00026,0.000186
56399,0.000254,-0.000165,0.000254,0.000165
56400,0.000272,-0.000172,0.000272,0.000172
56401,0.000293,-0.000191,0.000293,0.000191
56402,0.000341,-0.000282,0.000341,0.000282
56403,0.000388,-0.000394,0.000388,0.000394
56404,0.000387,-0.000449,0.000387,0.000449
56405,0.000304,-0.000388,0.000304,0.000388
56406,8.3e-05,-0.000121,8.3e-05,0.000121
56407,-8e-06,-9e-05,8e-06,9e-05
56408,4.6e-05,-0.000301,4.6e-05,0.000301
56409,9.5e-05,-0.000416,9.5e-05,0.000416
56410,0.000125,-0.000426,0.000125,0.000426
56411,0.000148,-0.000399,0.000148,0.000399
56412,0.000159,-0.00035,0.000159,0.00035
56413,0.000125,-0.000311,0.000125,0.000311
56414,7.6e-05,-0.000272,7.6e-05,0.000272
56415,2.7e-05,-0.000229,2.7e-05,0.000229
56416,3.6e-05,-0.000161,3.6e-05,0.000161
56417,8e-05,-8.7e-05,8e-05,8.7e-05
56418,0.000124,-3e-05,0.000124,3e-05
56419,0.000154,-4e-06,0.000154,4e-06
56420,0.000152,-2.4e-05,0.000152,2.4e-05
56421,6.3e-05,-0.000148,6.3e-05,0.000148
56422,-3.1e-05,-0.000285,3.1e-05,0.000285
56423,9e-06,-0.000317,9e-06,0.000317
56424,0.000133,-0.000267,0.000133,0.000267
56425,0.000242,-0.000199,0.000242,0.000199
56426,0.000269,-0.000151,0.000269,0.000151
56427,0.000124,-0.000164,0.000124,0.000164
56428,2e-05,-0.000233,2e-05,0.000233
56429,-8e-06,-0.000344,8e-06,0.000344
56430,-9e-06,-0.000414,9e-06,0.000414
56431,4e-06,-0.00044,4e-06,0.00044
56432,3.3e-05,-0.000442,3.3e-05,0.000442
56433,7.2e-05,-0.000427,7.2e-05,0.000427
56434,0.000113,-0.000399,0.000113,0.000399
56435,0.00015,-0.000365,0.00015,0.000365
56436,0.000178,-0.000331,0.000178,0.000331
56437,0.000145,-0.000314,0.000145,0.000314
56438,8.7e-05,-0.000307,8.7e-05,0.000307
56439,2.8e-05,-0.000312,2.8e-05,0.000312
56440,-2.9e-05,-0.00033,2.9e-05,0.00033
56441,-7.8e-05,-0.000364,7.8e-05,0.000364
56442,-0.000116,-0.00044,0.000116,0.00044
56443,-0.000135,-0.000508,0.000135,0.000508
56444,-9.6e-05,-0.000489,9.6e-05,0.000489
56445,-1.8e-05,-0.000405,1.8e-05,0.000405
56446,6.5e-05,-0.000298,6.5e-05,0.000298
56447,0.000131,-0.000197,0.000131,0.000197
56448,9.7e-05,-0.000178,9.7e-05,0.000178
56449,2.6e-05,-0.000197,2.6e-05,0.000197
56450,-4.4e-05,-0.000229,4.4e-05,0.000229
56451,-4.1e-05,-0.000266,4.1e-05,0.000266
56452,5e-06,-0.000301,5e-06,0.000301
56453,5.7e-05,-0.000326,5.7e-05,0.000326
56454,9.9e-05,-0.000334,9.9e-05,0.000334
56455,7.5e-05,-0.000285,7.5e-05,0.000285
56456,2.4e-05,-0.000218,2.4e-05,0.000218
56457,-3.6e-05,-0.000162,3.6e-05,0.000162
56458,-8.9e-05,-0.000192,8.9e-05,0.000192
56459,-0.000132,-0.000268,0.000132,0.000268
56460,-0.000159,-0.000344,0.000159,0.000344
56461,-0.000164,-0.000393,0.000164,0.000393
56462,-0.000112,-0.000328,0.000112,0.000328
56463,-6.6e-05,-0.000277,6.6e-05,0.000277
56464,-7.3e-05,-0.000332,7.3e-05,0.000332
56465,-9e-05,-0.0004,9e-05,0.0004
56466,-9.5e-05,-0.000429,9.5e-05,0.000429
56467,-9.3e-05,-0.000415,9.3e-05,0.000415
56468,-8.7e-05,-0.000349,8.7e-05,0.000349
56469,-7.8e-05,-0.000197,7.8e-05,0.000197
56470,-5.8e-05,-0.000267,5.8e-05,0.000267
56471,-5.5e-05,-0.000316,5.5e-05,0.000316
56472,-5.7e-05,-0.000282,5.7e-05,0.000282
56473,-5.4e-05,-0.000219,5.4e-05,0.000219
56474,-5.6e-05,-0.00016,5.6e-05,0.00016
56475,-6.9e-05,-0.000137,6.9e-05,0.000137
56476,-0.000103,-0.000192,0.000103,0.000192
56477,-0.00013,-0.000247,0.00013,0.000247
56478,-0.000141,-0.000277,0.000141,0.000277
56479,-0.000141,-0.000289,0.000141,0.000289
56480,-0.000132,-0.000287,0.000132,0.000287
56481,-0.000116,-0.000276,0.000116,0.000276
56482,-9.7e-05,-0.000257,9.7e-05,0.000257
56483,-9.9e-05,-0.000274,9.9e-05,0.000274
56484,-0.000107,-0.000302,0.000107,0.000302
56485,-0.000115,-0.000325,0.000115,0.000325
56486,-0.000122,-0.000342,0.000122,0.000342
56487,-0.000127,-0.000351,0.000127,0.000351
56488,-0.000129,-0.000347,0.000129,0.000347
56489,-0.000126,-0.000328,0.000126,0.000328
56490,-0.000119,-0.000291,0.000119,0.000291
56491,-9.8e-05,-0.000215,9.8e-05,0.000215
56492,-8.1e-05,-0.000143,8.1e-05,0.000143
56493,-9.3e-05,-0.00014,9.3e-05,0.00014
56494,-0.000125,-0.000178,0.000125,0.000178
56495,-0.00016,-0.000209,0.00016,0.000209
56496,-0.000187,-0.000201,0.000187,0.000201
56497,-0.000192,-9.3e-05,0.000192,9.3e-05
56498,-0.000197,-0.000211,0.000197,0.000211
56499,-0.000104,-0.000206,0.000104,0.000206
56500,-7e-06,-0.000139,7e-06,0.000139
56501,2.7e-05,-0.000124,2.7e-05,0.000124
56502,2.1e-05,-0.000128,2.1e-05,0.000128
56503,-1.7e-05,-0.000135,1.7e-05,0.000135
56504,-9.3e-05,-0.000105,9.3e-05,0.000105
56505,-0.00018,-6.4e-05,0.00018,6.4e-05
56506,-0.000257,-2.9e-05,0.000257,2.9e-05
56507,-0.000252,-2e-05,0.000252,2e-05
56508,-0.0002,-3e-05,0.0002,3e-05
56509,-0.000143,-4.7e-05,0.000143,4.7e-05
56510,-0.000103,-6.4e-05,0.000103,6.4e-05
56511,-0.000155,-6.3e-05,0.000155,6.3e-05
56512,-0.000243,-5.8e-05,0.000243,5.8e-05
56513,-0.000331,-5.7e-05,0.000331,5.7e-05
56514,-0.000389,-0.000115,0.000389,0.000115
56515,-0.000413,-0.000189,0.000413,0.000189
56516,-0.0004,-0.00023,0.0004,0.00023
56517,-0.000345,-0.000211,0.000345,0.000211
56518,-0.000234,-9.1e-05,0.000234,9.1e-05
56519,-0.00013,-5e-05,0.00013,5e-05
56520,-5.9e-05,-0.000129,5.9e-05,0.000129
56521,-1.9e-05,-0.000254,1.9e-05,0.000254
56522,-1.2e-05,-0.000369,1.2e-05,0.000369
56523,-4.1e-05,-0.000419,4.1e-05,0.000419
56524,-0.000109,-0.000347,0.000109,0.000347
56525,-0.000228,-4.1e-05,0.000228,4.1e-05
56526,-0.000282,-0.00016,0.000282,0.00016
56527,-0.000266,-0.000157,0.000266,0.000157
56528,-0.000255,-6.5e-05,0.000255,6.5e-05
56529,-0.000271,-3.2e-05,0.000271,3.2e-05
56530,-0.000292,-2.7e-05,0.000292,2.7e-05
56531,-0.000303,-3.9e-05,0.000303,3.9e-05
56532,-0.000254,-5.7e-05,0.000254,5.7e-05
56533,-0.000183,-7.9e-05,0.000183,7.9e-05
56534,-0.000115,-0.000101,0.000115,0.000101
56535,-8.6e-05,-9.1e-05,8.6e-05,9.1e-05
56536,-9e-05,-6.3e-05,9e-05,6.3e-05
56537,-0.000115,-3.7e-05,0.000115,3.7e-05
56538,-0.000159,-2.2e-05,0.000159,2.2e-05
56539,-0.00022,-2.6e-05,0.00022,2.6e-05
56540,-0.000308,-8.4e-05,0.000308,8.4e-05
56541,-0.00039,-0.000146,0.00039,0.000146
56542,-0.000418,-0.000149,0.000418,0.000149
56543,-0.000398,-0.000106,0.000398,0.000106
56544,-0.000351,-4.4e-05,0.000351,4.4e-05
56545,-0.000286,1.7e-05,0.000286,1.7e-05
56546,-0.000184,1e-05,0.000184,1e-05
56547,-0.000131,4.4e-05,0.000131,4.4e-05
56548,-0.000195,0.000201,0.000195,0.000201
56549,-0.000281,0.000305,0.000281,0.000305
56550,-0.000336,0.000287,0.000336,0.000287
56551,-0.000367,0.000207,0.000367,0.000207
56552,-0.000372,0.000101,0.000372,0.000101
56553,-0.000351,9e-06,0.000351,9e-06
56554,-0.000284,1.5e-05,0.000284,1.5e-05
56555,-0.00021,4.6e-05,0.00021,4.6e-05
56556,-0.000194,3.4e-05,0.000194,3.4e-05
56557,-0.000226,-8e-06,0.000226,8e-06
56558,-0.000273,-4.8e-05,0.000273,4.8e-05
56559,-0.000318,-6.5e-05,0.000318,6.5e-05
56560,-0.000342,-3.9e-05,0.000342,3.9e-05
56561,-0.000334,6.1e-05,0.000334,6.1e-05
56562,-0.000176,0.000111,0.000176,0.000111
56563,-4.3e-05,0.000125,4.3e-05,0.000125
56564,-2.2e-05,0.000133,2.2e-05,0.000133
56565,-6.3e-05,0.00014,6.3e-05,0.00014
56566,-0.000136,0.000152,0.000136,0.000152
56567,-0.000236,0.000234,0.000236,0.000234
56568,-0.000279,0.00026,0.000279,0.00026
56569,-0.000182,0.00013,0.000182,0.00013
56570,-0.000128,2.4e-05,0.000128,2.4e-05
56571,-0.000177,1.2e-05,0.000177,1.2e-05
56572,-0.00027,5e-05,0.00027,5e-05
56573,-0.000365,0.000111,0.000365,0.000111
56574,-0.000346,0.00013,0.000346,0.00013
56575,-0.000282,0.000136,0.000282,0.000136
56576,-0.00021,0.000144,0.00021,0.000144
56577,-0.000172,0.000181,0.000172,0.000181
56578,-0.000159,0.00023,0.000159,0.00023
56579,-0.000159,0.000269,0.000159,0.000269
56580,-0.000168,0.000286,0.000168,0.000286
56581,-0.000185,0.000268,0.000185,0.000268
56582,-0.000211,0.000166,0.000211,0.000166
56583,-0.000231,6.1e-05,0.000231,6.1e-05
56584,-0.000207,6e-05,0.000207,6e-05
56585,-0.000149,0.000141,0.000149,0.000141
56586,-8.6e-05,0.000251,8.6e-05,0.000251
56587,-3.3e-05,0.000355,3.3e-05,0.000355
56588,-4.7e-05,0.000356,4.7e-05,0.000356
56589,-8.7e-05,0.000317,8.7e-05,0.000317
56590,-0.000131,0.00027,0.000131,0.00027
56591,-0.00014,0.000264,0.00014,0.000264
56592,-0.00013,0.000277,0.00013,0.000277
56593,-0.00012,0.000285,0.00012,0.000285
56594,-0.000117,0.000278,0.000117,0.000278
56595,-0.000141,0.000226,0.000141,0.000226
56596,-0.000176,0.00016,0.000176,0.00016
56597,-0.000211,0.000152,0.000211,0.000152
56598,-0.000242,0.000192,0.000242,0.000192
56599,-0.000263,0.000245,0.000263,0.000245
56600,-0.000268,0.00029,0.000268,0.00029
56601,-0.000252,0.000309,0.000252,0.000309
56602,-0.000209,0.000281,0.000209,0.000281
56603,-0.00012,0.000162,0.00012,0.000162
56604,-0.000126,0.00022,0.000126,0.00022
56605,-0.000158,0.000243,0.000158,0.000243
56606,-0.000169,0.000147,0.000169,0.000147
56607,-0.000172,4.9e-05,0.000172,4.9e-05
56608,-0.000168,3.4e-05,0.000168,3.4e-05
56609,-0.000172,0.000227,0.000172,0.000227
56610,-2.9e-05,0.00015,2.9e-05,0.00015
56611,-0.000204,0.000225,0.000204,0.000225
56612,-0.000323,0.000348,0.000323,0.000348
56613,-0.000203,0.000384,0.000203,0.000384
56614,-2.8e-05,0.000376,2.8e-05,0.000376
56615,7.7e-05,0.00034,7.7e-05,0.00034
56616,-8.3e-05,0.000293,8.3e-05,0.000293
56617,0.00035,0.000246,0.00035,0.000246
56618,0.000114,0.00022,0.000114,0.00022
56619,-0.000257,0.000189,0.000257,0.000189
56620,-0.000269,0.000154,0.000269,0.000154
56621,-0.000153,0.000152,0.000153,0.000152
56622,-2.9e-05,0.000212,2.9e-05,0.000212
56623,-4.4e-05,0.000376,4.4e-05,0.000376
56624,-8.2e-05,0.000496,8.2e-05,0.000496
56625,-0.00011,0.000525,0.00011,0.000525
56626,-0.00013,0.000494,0.00013,0.000494
56627,-0.000141,0.000424,0.000141,0.000424
56628,-0.000142,0.000335,0.000142,0.000335
56629,-0.000131,0.000248,0.000131,0.000248
56630,-9.1e-05,0.000226,9.1e-05,0.000226
56631,-4.6e-05,0.000221,4.6e-05,0.000221
56632,-8e-06,0.000217,8e-06,0.000217
56633,-4e-06,0.000208,4e-06,0.000208
56634,-2.3e-05,0.000194,2.3e-05,0.000194
56635,-4.8e-05,0.000177,4.8e-05,0.000177
56636,-7.1e-05,0.000157,7.1e-05,0.000157
56637,-0.000103,9.7e-05,0.000103,9.7e-05
56638,-9.3e-05,8.6e-05,9.3e-05,8.6e-05
56639,3e-06,0.000192,3e-06,0.000192
56640,7.2e-05,0.000289,7.2e-05,0.000289
56641,7.3e-05,0.000323,7.3e-05,0.000323
56642,3.7e-05,0.000309,3.7e-05,0.000309
56643,-1.7e-05,0.000253,1.7e-05,0.000253
56644,-8.1e-05,0.00015,8.1e-05,0.00015
56645,1.5e-05,0.000162,1.5e-05,0.000162
56646,5.5e-05,0.000194,5.5e-05,0.000194
56647,3.9e-05,0.00019,3.9e-05,0.00019
56648,2.6e-05,0.00016,2.6e-05,0.00016
56649,1.2e-05,0.000117,1.2e-05,0.000117
56650,3e-06,7.3e-05,3e-06,7.3e-05
56651,1.7e-05,6.4e-05,1.7e-05,6.4e-05
56652,4e-05,7e-05,4e-05,7e-05
56653,6.3e-05,8e-05,6.3e-05,8e-05
56654,7.7e-05,8e-05,7.7e-05,8e-05
56655,8.3e-05,7.7e-05,8.3e-05,7.7e-05
56656,8.4e-05,7.8e-05,8.4e-05,7.8e-05
56657,7.8e-05,8.6e-05,7.8e-05,8.6e-05
56658,6.2e-05,0.000116,6.2e-05,0.000116
56659,4.3e-05,0.000155,4.3e-05,0.000155
56660,2.6e-05,0.000193,2.6e-05,0.000193
56661,2.9e-05,0.000213,2.9e-05,0.000213
56662,4.3e-05,0.000222,4.3e-05,0.000222
56663,6e-05,0.000226,6e-05,0.000226
56664,7.6e-05,0.00023,7.6e-05,0.00023
56665,7.9e-05,0.000243,7.9e-05,0.000243
56666,7.5e-05,0.000258,7.5e-05,0.000258
56667,6.8e-05,0.000274,6.8e-05,0.000274
56668,5.5e-05,0.000292,5.5e-05,0.000292
56669,4e-05,0.000308,4e-05,0.000308
56670,3.1e-05,0.000314,3.1e-05,0.000314
56671,3.2e-05,0.000305,3.2e-05,0.000305
56672,6.4e-05,0.00026,6.4e-05,0.00026
56673,0.000108,0.0002,0.000108,0.0002
56674,0.000152,0.000138,0.000152,0.000138
56675,0.000152,0.000102,0.000152,0.000102
56676,0.000128,8.7e-05,0.000128,8.7e-05
56677,0.000102,8.4e-05,0.000102,8.4e-05
56678,8.5e-05,9e-05,8.5e-05,9e-05
56679,8.8e-05,0.000104,8.8e-05,0.000104
56680,0.000144,0.000126,0.000144,0.000126
56681,0.00021,0.000148,0.00021,0.000148
56682,0.000239,0.000144,0.000239,0.000144
56683,0.000231,0.000121,0.000231,0.000121
56684,0.000205,9e-05,0.000205,9e-05
56685,0.000168,6e-05,0.000168,6e-05
56686,0.000127,3.9e-05,0.000127,3.9e-05
56687,7.4e-05,3.3e-05,7.4e-05,3.3e-05
56688,0.000198,5.8e-05,0.000198,5.8e-05
56689,0.000286,8.5e-05,0.000286,8.5e-05
56690,0.000236,9.9e-05,0.000236,9.9e-05
56691,0.00013,0.000108,0.00013,0.000108
56692,1.7e-05,0.000115,1.7e-05,0.000115
56693,5e-05,0.000125,5e-05,0.000125
56694,0.000135,0.000137,0.000135,0.000137
56695,0.000219,0.000152,0.000219,0.000152
56696,0.000228,0.000192,0.000228,0.000192
56697,0.000194,0.000237,0.000194,0.000237
56698,0.000152,0.000269,0.000152,0.000269
56699,0.00012,0.000273,0.00012,0.000273
56700,0.000111,0.000212,0.000111,0.000212
56701,0.000152,0.000137,0.000152,0.000137
56702,0.000278,8e-05,0.000278,8e-05
56703,0.00029,4.1e-05,0.00029,4.1e-05
56704,0.000158,1.9e-05,0.000158,1.9e-05
56705,1.6e-05,9e-06,1.6e-05,9e-06
56706,-2.6e-05,1.1e-05,2.6e-05,1.1e-05
56707,0.000182,7e-06,0.000182,7e-06
56708,0.000208,0.000195,0.000208,0.000195
56709,0.000201,9.5e-05,0.000201,9.5e-05
56710,0.000224,-6.2e-05,0.000224,6.2e-05
56711,0.000252,-7.3e-05,0.000252,7.3e-05
56712,0.000276,-1.8e-05,0.000276,1.8e-05
56713,0.000287,6.2e-05,0.000287,6.2e-05
56714,0.000286,0.000121,0.000286,0.000121
56715,0.000131,0.000219,0.000131,0.000219
56716,0.000175,8.6e-05,0.000175,8.6e-05
56717,0.000267,-5.5e-05,0.000267,5.5e-05
56718,0.000271,-6e-05,0.000271,6e-05
56719,0.00024,-1e-06,0.00024,1e-06
56720,0.000199,8.1e-05,0.000199,8.1e-05
56721,0.00022,8.5e-05,0.00022,8.5e-05
56722,0.000262,6.2e-05,0.000262,6.2e-05
56723,0.000303,3.3e-05,0.000303,3.3e-05
56724,0.000312,-2e-06,0.000312,2e-06
56725,0.0003,-3.7e-05,0.0003,3.7e-05
56726,0.000282,-6.1e-05,0.000282,6.1e-05
56727,0.000267,-6.9e-05,0.000267,6.9e-05
56728,0.00026,-5.4e-05,0.00026,5.4e-05
56729,0.000285,1.2e-05,0.000285,1.2e-05
56730,0.000309,8.7e-05,0.000309,8.7e-05
56731,0.000271,0.000131,0.000271,0.000131
56732,0.000194,0.000147,0.000194,0.000147
56733,0.000121,0.000144,0.000121,0.000144
56734,7.9e-05,0.000125,7.9e-05,0.000125
56735,0.000181,9.6e-05,0.000181,9.6e-05
56736,0.000335,6e-05,0.000335,6e-05
56737,0.000483,2.3e-05,0.000483,2.3e-05
56738,0.000525,-1e-05,0.000525,1e-05
56739,0.000497,-3.6e-05,0.000497,3.6e-05
56740,0.000442,-4.9e-05,0.000442,4.9e-05
56741,0.000377,-4.5e-05,0.000377,4.5e-05
56742,0.000336,3e-06,0.000336,3e-06
56743,0.0003,4.1e-05,0.0003,4.1e-05
56744,0.000257,2.6e-05,0.000257,2.6e-05
56745,0.000229,2.3e-05,0.000229,2.3e-05
56746,0.000223,5.2e-05,0.000223,5.2e-05
56747,0.000229,9.5e-05,0.000229,9.5e-05
56748,0.000242,0.000136,0.000242,0.000136
56749,0.000238,0.000136,0.000238,0.000136
56750,0.000234,0.000119,0.000234,0.000119
56751,0.000239,9.6e-05,0.000239,9.6e-05
56752,0.000318,9.2e-05,0.000318,9.2e-05
56753,0.000419,9.2e-05,0.000419,9.2e-05
56754,0.00048,8e-05,0.00048,8e-05
56755,0.000462,4.8e-05,0.000462,4.8e-05
56756,0.000311,-1.9e-05,0.000311,1.9e-05
56757,0.000251,-4.6e-05,0.000251,4.6e-05
56758,0.0003,-2.9e-05,0.0003,2.9e-05
56759,0.000331,-1.6e-05,0.000331,1.6e-05
56760,0.000331,-1.4e-05,0.000331,1.4e-05
56761,0.000309,-2.1e-05,0.000309,2.1e-05
56762,0.000258,-3.9e-05,0.000258,3.9e-05
56763,0.000168,-7.4e-05,0.000168,7.4e-05
56764,0.000105,-9.5e-05,0.000105,9.5e-05
56765,9.4e-05,-9.2e-05,9.4e-05,9.2e-05
56766,0.000116,-8e-05,0.000116,8e-05
56767,0.000163,-6.5e-05,0.000163,6.5e-05
56768,0.000223,-5.8e-05,0.000223,5.8e-05
56769,0.000288,-6.6e-05,0.000288,6.6e-05
56770,0.000346,-0.0001,0.000346,0.0001
56771,0.000403,-0.000191,0.000403,0.000191
56772,0.000273,-7e-05,0.000273,7e-05
56773,0.000148,3.7e-05,0.000148,3.7e-05
56774,0.000126,2.1e-05,0.000126,2.1e-05
56775,0.000155,-3.4e-05,0.000155,3.4e-05
56776,0.000206,-7.6e-05,0.000206,7.6e-05
56777,0.000249,-4.2e-05,0.000249,4.2e-05
56778,0.000293,-1.8e-05,0.000293,1.8e-05
56779,0.000337,-2.4e-05,0.000337,2.4e-05
56780,0.000371,-4.7e-05,0.000371,4.7e-05
56781,0.000388,-7.7e-05,0.000388,7.7e-05
56782,0.00038,-0.000103,0.00038,0.000103
56783,0.000338,-0.000115,0.000338,0.000115
56784,0.000241,-9.7e-05,0.000241,9.7e-05
56785,0.000179,-9.1e-05,0.000179,9.1e-05
56786,0.000153,-0.000114,0.000153,0.000114
56787,0.000137,-0.000151,0.000137,0.000151
56788,0.000192,-0.000229,0.000192,0.000229
56789,0.00022,-0.000204,0.00022,0.000204
56790,0.000214,-0.00015,0.000214,0.00015
56791,0.000194,-0.000182,0.000194,0.000182
56792,0.000173,-0.000164,0.000173,0.000164
56793,0.000159,-0.000217,0.000159,0.000217
56794,0.000149,-0.000281,0.000149,0.000281
56795,0.000178,-0.000237,0.000178,0.000237
56796,0.000181,-0.00022,0.000181,0.00022
56797,0.000156,-0.000211,0.000156,0.000211
56798,0.000135,-0.000185,0.000135,0.000185
56799,0.000145,-0.000186,0.000145,0.000186
56800,0.00017,-0.0002,0.00017,0.0002
56801,0.000175,-0.000189,0.000175,0.000189
56802,0.000168,-0.000162,0.000168,0.000162
56803,0.000164,-0.000137,0.000164,0.000137
56804,0.000168,-0.00012,0.000168,0.00012
56805,0.000185,-0.000117,0.000185,0.000117
56806,0.000239,-0.000151,0.000239,0.000151
56807,0.000295,-0.000192,0.000295,0.000192
56808,0.000317,-0.000204,0.000317,0.000204
56809,0.00031,-0.000196,0.00031,0.000196
56810,0.000285,-0.000181,0.000285,0.000181
56811,0.000246,-0.000169,0.000246,0.000169
56812,0.000201,-0.000189,0.000201,0.000189
56813,0.000155,-0.000221,0.000155,0.000221
56814,0.000112,-0.000253,0.000112,0.000253
56815,0.000131,-0.000246,0.000131,0.000246
56816,0.00018,-0.000219,0.00018,0.000219
56817,0.000218,-0.000198,0.000218,0.000198
56818,0.000225,-0.000194,0.000225,0.000194
56819,0.000178,-0.000221,0.000178,0.000221
56820,2.4e-05,-0.000309,2.4e-05,0.000309
56821,0.000105,-0.000277,0.000105,0.000277
56822,0.00022,-0.000209,0.00022,0.000209
56823,0.000233,-0.000172,0.000233,0.000172
56824,0.000198,-0.000152,0.000198,0.000152
56825,0.00014,-0.000149,0.00014,0.000149
56826,8.4e-05,-0.000162,8.4e-05,0.000162
56827,7.9e-05,-0.000199,7.9e-05,0.000199
56828,8.6e-05,-0.000241,8.6e-05,0.000241
56829,8.4e-05,-0.000254,8.4e-05,0.000254
56830,7.5e-05,-0.000246,7.5e-05,0.000246
56831,6.8e-05,-0.000233,6.8e-05,0.000233
56832,6.7e-05,-0.000227,6.7e-05,0.000227
56833,0.000106,-0.000206,0.000106,0.000206
56834,0.000118,-0.000258,0.000118,0.000258
56835,5.3e-05,-0.000462,5.3e-05,0.000462
56836,5.2e-05,-0.000578,5.2e-05,0.000578
56837,0.000146,-0.000532,0.000146,0.000532
56838,0.000263,-0.000413,0.000263,0.000413
56839,0.000345,-0.000287,0.000345,0.000287
56840,0.000268,-0.000277,0.000268,0.000277
56841,0.000137,-0.000305,0.000137,0.000305
56842,5e-05,-0.000328,5e-05,0.000328
56843,1e-05,-0.000342,1e-05,0.000342
56844,-2e-06,-0.00035,2e-06,0.00035
56845,7e-06,-0.000352,7e-06,0.000352
56846,3.1e-05,-0.000347,3.1e-05,0.000347
56847,6.6e-05,-0.000327,6.6e-05,0.000327
56848,0.000104,-0.000303,0.000104,0.000303
56849,0.000138,-0.000282,0.000138,0.000282
56850,0.000137,-0.000286,0.000137,0.000286
56851,0.000118,-0.000303,0.000118,0.000303
56852,9.7e-05,-0.00032,9.7e-05,0.00032
56853,8.1e-05,-0.000331,8.1e-05,0.000331
56854,0.000105,-0.000306,0.000105,0.000306
56855,0.000141,-0.000269,0.000141,0.000269
56856,0.000173,-0.000236,0.000173,0.000236
56857,0.000172,-0.000233,0.000172,0.000233
56858,0.000149,-0.000249,0.000149,0.000249
56859,0.00012,-0.000271,0.00012,0.000271
56860,9.1e-05,-0.000295,9.1e-05,0.000295
56861,8.2e-05,-0.000303,8.2e-05,0.000303
56862,8e-05,-0.000304,8e-05,0.000304
56863,8.3e-05,-0.000303,8.3e-05,0.000303
56864,9.2e-05,-0.000299,9.2e-05,0.000299
56865,0.000102,-0.000295,0.000102,0.000295
56866,0.000108,-0.000292,0.000108,0.000292
56867,0.000107,-0.000293,0.000107,0.000293
56868,8.1e-05,-0.000304,8.1e-05,0.000304
56869,4.6e-05,-0.000321,4.6e-05,0.000321
56870,1.4e-05,-0.000341,1.4e-05,0.000341
56871,1.3e-05,-0.000366,1.3e-05,0.000366
56872,2.9e-05,-0.00039,2.9e-05,0.00039
56873,4.8e-05,-0.000407,4.8e-05,0.000407
