MJD,cpo_dx,cpo_dy,err_dx,err_dy
51771,-0.000173,-9.9e-05,0.000173,9.9e-05
51772,-0.000158,-8e-06,0.000158,8e-06
51773,-0.000109,0.000188,0.000109,0.000188
51774,-5.4e-05,0.000379,5.4e-05,0.000379
51775,-5e-06,0.000427,5e-06,0.000427
51776,2.9e-05,0.000366,2.9e-05,0.000366
51777,3.6e-05,0.000257,3.6e-05,0.000257
51778,6e-06,0.000137,6e-06,0.000137
51779,-8.9e-05,5.5e-05,8.9e-05,5.5e-05
51780,-2.3e-05,-2.9e-05,2.3e-05,2.9e-05
51781,6.3e-05,-6.9e-05,6.3e-05,6.9e-05
51782,5.8e-05,-4.3e-05,5.8e-05,4.3e-05
51783,2e-06,2.8e-05,2e-06,2.8e-05
51784,-8.9e-05,0.000132,8.9e-05,0.000132
51785,-0.000199,0.000253,0.000199,0.000253
51786,-0.000315,0.00038,0.000315,0.00038
51787,-0.000314,0.00041,0.000314,0.00041
51788,-0.000262,0.000396,0.000262,0.000396
51789,-0.000196,0.000369,0.000196,0.000369
51790,-0.000121,0.000331,0.000121,0.000331
51791,-4.1e-05,0.000287,4.1e-05,0.000287
51792,4e-05,0.000237,4e-05,0.000237
51793,0.000116,0.000186,0.000116,0.000186
51794,0.000168,0.000171,0.000168,0.000171
51795,0.000203,0.000166,0.000203,0.000166
51796,0.000225,0.000159,0.000225,0.000159
51797,0.000233,0.000146,0.000233,0.000146
51798,0.000224,0.000124,0.000224,0.000124
51799,0.000196,9.1e-05,0.000196,9.1e-05
51800,0.000149,4.4e-05,0.000149,4.4e-05
51801,6.5e-05,-3.7e-05,6.5e-05,3.7e-05
51802,-1.7e-05,-0.000107,1.7e-05,0.000107
51803,-3.8e-05,-8.8e-05,3.8e-05,8.8e-05
51804,-2.6e-05,-2.6e-05,2.6e-05,2.6e-05
51805,-0.0,4.7e-05,0.0,4.7e-05
51806,2.3e-05,0.000103,2.3e-05,0.000103
51807,2.6e-05,0.000117,2.6e-05,0.000117
51808,-3e-06,1.4e-05,3e-06,1.4e-05
51809,-4.7e-05,-7.8e-05,4.7e-05,7.8e-05
51810,-8.8e-05,-9.3e-05,8.8e-05,9.3e-05
51811,-0.000113,-6.7e-05,0.000113,6.7e-05
51812,-0.000109,-2e-05,0.000109,2e-05
51813,-6.4e-05,2.7e-05,6.4e-05,2.7e-05
51814,4.2e-05,4.9e-05,4.2e-05,4.9e-05
51815,0.000136,6.5e-05,0.000136,6.5e-05
51816,0.000195,7.8e-05,0.000195,7.8e-05
51817,0.000227,8.8e-05,0.000227,8.8e-05
51818,0.000236,9.7e-05,0.000236,9.7e-05
51819,0.000227,0.000104,0.000227,0.000104
51820,0.000204,0.000111,0.000204,0.000111
51821,0.000172,0.000118,0.000172,0.000118
51822,0.000118,0.000239,0.000118,0.000239
51823,6e-05,0.000385,6e-05,0.000385
51824,1e-05,0.000501,1e-05,0.000501
51825,-2.4e-05,0.00057,2.4e-05,0.00057
51826,-3.6e-05,0.000572,3.6e-05,0.000572
51827,-1.9e-05,0.000491,1.9e-05,0.000491
51828,3.4e-05,0.000308,3.4e-05,0.000308
51829,0.000137,-1.1e-05,0.000137,1.1e-05
51830,0.000161,-0.000271,0.000161,0.000271
51831,8.5e-05,-0.000409,8.5e-05,0.000409
51832,-2.1e-05,-0.000438,2.1e-05,0.000438
51833,-0.000101,-0.00036,0.000101,0.00036
51834,-9.9e-05,-0.000178,9.9e-05,0.000178
51835,9.2e-05,0.000146,9.2e-05,0.000146
51836,-5.3e-05,0.000139,5.3e-05,0.000139
51837,-0.000212,3.9e-05,0.000212,3.9e-05
51838,-0.000198,1.4e-05,0.000198,1.4e-05
51839,-0.000116,2e-05,0.000116,2e-05
51840,-2.8e-05,4.6e-05,2.8e-05,4.6e-05
51841,8e-06,8.1e-05,8e-06,8.1e-05
51842,-8.5e-05,0.000112,8.5e-05,0.000112
51843,-0.000127,0.000118,0.000127,0.000118
51844,-9.8e-05,9.8e-05,9.8e-05,9.8e-05
51845,-3.4e-05,6.8e-05,3.4e-05,6.8e-05
51846,4.1e-05,4.2e-05,4.1e-05,4.2e-05
51847,0.000101,3.1e-05,0.000101,3.1e-05
51848,0.000121,4.8e-05,0.000121,4.8e-05
51849,6.2e-05,0.000118,6.2e-05,0.000118
51850,6e-05,0.00011,6e-05,0.00011
51851,0.000134,6e-06,0.000134,6e-06
51852,0.000216,-0.000134,0.000216,0.000134
51853,0.000286,-0.000287,0.000286,0.000287
51854,0.000353,-0.000449,0.000353,0.000449
51855,0.000412,-0.000606,0.000412,0.000606
51856,0.000457,-0.000745,0.000457,0.000745
51857,0.000482,-0.000852,0.000482,0.000852
51858,0.000482,-0.000914,0.000482,0.000914
51859,0.000451,-0.000917,0.000451,0.000917
51860,0.000385,-0.000848,0.000385,0.000848
51861,0.000278,-0.000693,0.000278,0.000693
51862,0.000123,-0.000439,0.000123,0.000439
51863,-9.2e-05,-5.3e-05,9.2e-05,5.3e-05
51864,-0.000243,0.000223,0.000243,0.000223
51865,-0.000311,0.000354,0.000311,0.000354
51866,-0.000317,0.00038,0.000317,0.00038
51867,-0.000273,0.000325,0.000273,0.000325
51868,-0.000192,0.000213,0.000192,0.000213
51869,-8.7e-05,6.8e-05,8.7e-05,6.8e-05
51870,2.9e-05,-8.4e-05,2.9e-05,8.4e-05
51871,0.000135,0.0,0.000135,0.0
51872,0.000225,0.000154,0.000225,0.000154
51873,0.000291,0.000282,0.000291,0.000282
51874,0.000323,0.000364,0.000323,0.000364
51875,0.000309,0.00038,0.000309,0.00038
51876,0.000238,0.000313,0.000238,0.000313
51877,9e-05,0.00013,9e-05,0.00013
51878,-5e-06,-1.2e-05,5e-06,1.2e-05
51879,-1.5e-05,-7.1e-05,1.5e-05,7.1e-05
51880,2.2e-05,-7.9e-05,2.2e-05,7.9e-05
51881,7.9e-05,-5.7e-05,7.9e-05,5.7e-05
51882,0.000131,-2.5e-05,0.000131,2.5e-05
51883,0.00015,-5e-06,0.00015,5e-06
51884,9.9e-05,-2.4e-05,9.9e-05,2.4e-05
51885,0.0001,-6.8e-05,0.0001,6.8e-05
51886,0.000164,-0.000132,0.000164,0.000132
51887,0.00025,-0.000191,0.00025,0.000191
51888,0.000329,-0.000223,0.000329,0.000223
51889,0.000373,-0.000208,0.000373,0.000208
51890,0.000352,-0.000125,0.000352,0.000125
51891,0.000215,7.1e-05,0.000215,7.1e-05
51892,0.000182,0.000105,0.000182,0.000105
51893,0.000174,0.000119,0.000174,0.000119
51894,0.000134,0.000195,0.000134,0.000195
51895,9.1e-05,0.000265,9.1e-05,0.000265
51896,6.1e-05,0.000283,6.1e-05,0.000283
51897,6e-05,0.000207,6e-05,0.000207
51898,0.000108,-2.5e-05,0.000108,2.5e-05
51899,0.00015,-0.000219,0.00015,0.000219
51900,0.000175,-0.000337,0.000175,0.000337
51901,0.000188,-0.0004,0.000188,0.0004
51902,0.00019,-0.000417,0.00019,0.000417
51903,0.000185,-0.000398,0.000185,0.000398
51904,0.000173,-0.00035,0.000173,0.00035
51905,0.000158,-0.000284,0.000158,0.000284
51906,0.00014,-0.000209,0.00014,0.000209
51907,0.000128,-0.000177,0.000128,0.000177
51908,0.000119,-0.000158,0.000119,0.000158
51909,0.00011,-0.000139,0.00011,0.000139
51910,0.000105,-0.000119,0.000105,0.000119
51911,0.000102,-0.000102,0.000102,0.000102
51912,0.000103,-8.8e-05,0.000103,8.8e-05
51913,0.000125,-8.8e-05,0.000125,8.8e-05
51914,0.000156,-9.5e-05,0.000156,9.5e-05
51915,0.000187,-0.000106,0.000187,0.000106
51916,0.000215,-0.00012,0.000215,0.00012
51917,0.000235,-0.000136,0.000235,0.000136
51918,0.000247,-0.000153,0.000247,0.000153
51919,0.000259,-0.000172,0.000259,0.000172
51920,0.000131,-0.000177,0.000131,0.000177
51921,-6e-06,-0.000184,6e-06,0.000184
51922,-7.2e-05,-0.000203,7.2e-05,0.000203
51923,-9.5e-05,-0.000227,9.5e-05,0.000227
51924,-8.4e-05,-0.000254,8.4e-05,0.000254
51925,-4.7e-05,-0.00028,4.7e-05,0.00028
51926,6e-06,-0.000302,6e-06,0.000302
51927,1.1e-05,-0.000276,1.1e-05,0.000276
51928,5e-06,-0.000233,5e-06,0.000233
51929,8e-06,-0.000193,8e-06,0.000193
51930,2.6e-05,-0.000161,2.6e-05,0.000161
51931,6.2e-05,-0.000145,6.2e-05,0.000145
51932,0.000118,-0.000149,0.000118,0.000149
51933,0.000217,-0.000173,0.000217,0.000173
51934,0.000142,-0.000298,0.000142,0.000298
51935,1.5e-05,-0.000393,1.5e-05,0.000393
51936,-6.5e-05,-0.000394,6.5e-05,0.000394
51937,-9.7e-05,-0.000345,9.7e-05,0.000345
51938,-6.8e-05,-0.000271,6.8e-05,0.000271
51939,3.8e-05,-0.000197,3.8e-05,0.000197
51940,0.000246,-0.000155,0.000246,0.000155
51941,0.000406,-0.00011,0.000406,0.00011
51942,0.000485,-6.5e-05,0.000485,6.5e-05
51943,0.000504,-3e-05,0.000504,3e-05
51944,0.000474,-1.7e-05,0.000474,1.7e-05
51945,0.000404,-3.4e-05,0.000404,3.4e-05
51946,0.000305,-9.2e-05,0.000305,9.2e-05
51947,0.00017,-0.000216,0.00017,0.000216
51948,0.000194,-0.000249,0.000194,0.000249
51949,0.000248,-0.000225,0.000248,0.000225
51950,0.000244,-0.00019,0.000244,0.00019
51951,0.000212,-0.000152,0.000212,0.000152
51952,0.000163,-0.000126,0.000163,0.000126
51953,0.000109,-0.000126,0.000109,0.000126
51954,5.2e-05,-0.000211,5.2e-05,0.000211
51955,0.000102,8.4e-05,0.000102,8.4e-05
51956,0.00015,0.000366,0.00015,0.000366
51957,0.000146,0.000422,0.000146,0.000422
51958,0.000131,0.000354,0.000131,0.000354
51959,0.00013,0.000218,0.00013,0.000218
51960,0.000172,6.6e-05,0.000172,6.6e-05
51961,0.000303,-4.6e-05,0.000303,4.6e-05
51962,0.000315,-9.3e-05,0.000315,9.3e-05
51963,0.000273,-0.000128,0.000273,0.000128
51964,0.000228,-0.000178,0.000228,0.000178
51965,0.000176,-0.000232,0.000176,0.000232
51966,0.000121,-0.000287,0.000121,0.000287
51967,6.7e-05,-0.000337,6.7e-05,0.000337
51968,1.9e-05,-0.000379,1.9e-05,0.000379
51969,8e-06,-0.00035,8e-06,0.00035
51970,1.6e-05,-0.000296,1.6e-05,0.000296
51971,3.2e-05,-0.000242,3.2e-05,0.000242
51972,5.6e-05,-0.000198,5.6e-05,0.000198
51973,8.4e-05,-0.000172,8.4e-05,0.000172
51974,0.000117,-0.000173,0.000117,0.000173
51975,0.000156,-0.000214,0.000156,0.000214
51976,0.000149,-0.000235,0.000149,0.000235
51977,0.000127,-0.000237,0.000127,0.000237
51978,0.000112,-0.000228,0.000112,0.000228
51979,0.000102,-0.000213,0.000102,0.000213
51980,9.5e-05,-0.000195,9.5e-05,0.000195
51981,9.3e-05,-0.00018,9.3e-05,0.00018
51982,9.5e-05,-0.000172,9.5e-05,0.000172
51983,0.000134,-0.000144,0.000134,0.000144
51984,0.000206,-0.000101,0.000206,0.000101
51985,0.000277,-6.5e-05,0.000277,6.5e-05
51986,0.000322,-5.6e-05,0.000322,5.6e-05
51987,0.000314,-9.3e-05,0.000314,9.3e-05
51988,0.000226,-0.000194,0.000226,0.000194
51989,-1.4e-05,-0.000421,1.4e-05,0.000421
51990,9.5e-05,-0.00033,9.5e-05,0.00033
51991,0.000236,-0.000195,0.000236,0.000195
51992,0.000239,-0.000168,0.000239,0.000168
51993,0.000178,-0.000186,0.000178,0.000186
51994,8.9e-05,-0.000223,8.9e-05,0.000223
51995,8e-06,-0.00025,8e-06,0.00025
51996,-2.1e-05,-0.00023,2.1e-05,0.00023
51997,-5.7e-05,-0.000255,5.7e-05,0.000255
51998,-1.7e-05,-0.000294,1.7e-05,0.000294
51999,0.00011,-0.000316,0.00011,0.000316
52000,0.000241,-0.000322,0.000241,0.000322
52001,0.000309,-0.00031,0.000309,0.00031
52002,0.000248,-0.000276,0.000248,0.000276
52003,-7.5e-05,-0.00019,7.5e-05,0.00019
52004,-1.2e-05,-0.000341,1.2e-05,0.000341
52005,0.000129,-0.000475,0.000129,0.000475
52006,0.000155,-0.000466,0.000155,0.000466
52007,0.00013,-0.000391,0.00013,0.000391
52008,7.4e-05,-0.000292,7.4e-05,0.000292
52009,1e-05,-0.000214,1e-05,0.000214
52010,-3.8e-05,-0.000209,3.8e-05,0.000209
52011,-8.6e-05,-0.000206,8.6e-05,0.000206
52012,-0.000129,-0.000193,0.000129,0.000193
52013,-0.000157,-0.000181,0.000157,0.000181
52014,-0.00016,-0.000177,0.00016,0.000177
52015,-0.000128,-0.000189,0.000128,0.000189
52016,-5e-05,-0.000224,5e-05,0.000224
52017,0.00011,-0.000308,0.00011,0.000308
52018,5.6e-05,-0.00024,5.6e-05,0.00024
52019,-5.9e-05,-0.000141,5.9e-05,0.000141
52020,-0.000117,-0.0001,0.000117,0.0001
52021,-0.000146,-9.1e-05,0.000146,9.1e-05
52022,-0.000152,-0.000107,0.000152,0.000107
52023,-0.000139,-0.000142,0.000139,0.000142
52024,-0.000114,-0.000188,0.000114,0.000188
52025,-0.000118,-0.000206,0.000118,0.000206
52026,-0.000128,-0.000213,0.000128,0.000213
52027,-0.000131,-0.00022,0.000131,0.00022
52028,-0.000126,-0.000227,0.000126,0.000227
52029,-0.00011,-0.000233,0.00011,0.000233
52030,-8.1e-05,-0.000238,8.1e-05,0.000238
52031,-3.9e-05,-0.000242,3.9e-05,0.000242
52032,2.2e-05,-0.000244,2.2e-05,0.000244
52033,3.7e-05,-0.000164,3.7e-05,0.000164
52034,-6e-06,-7e-06,6e-06,7e-06
52035,-7.8e-05,0.000134,7.8e-05,0.000134
52036,-0.000154,0.000181,0.000154,0.000181
52037,-0.000212,5.8e-05,0.000212,5.8e-05
52038,-0.000225,-0.000386,0.000225,0.000386
52039,-0.000197,-0.000381,0.000197,0.000381
52040,-0.000161,-0.000215,0.000161,0.000215
52041,-0.000134,-0.000146,0.000134,0.000146
52042,-0.000114,-0.000124,0.000114,0.000124
52043,-0.000102,-0.000146,0.000102,0.000146
52044,-9.9e-05,-0.00021,9.9e-05,0.00021
52045,-0.000103,-0.000328,0.000103,0.000328
52046,-0.00015,-0.000344,0.00015,0.000344
52047,-0.000224,-0.0003,0.000224,0.0003
52048,-0.000301,-0.000247,0.000301,0.000247
52049,-0.000364,-0.000195,0.000364,0.000195
52050,-0.000395,-0.000159,0.000395,0.000159
52051,-0.000375,-0.000152,0.000375,0.000152
52052,-0.000281,-0.000202,0.000281,0.000202
52053,-0.00015,-0.000179,0.00015,0.000179
52054,-8e-06,-8.4e-05,8e-06,8.4e-05
52055,4.7e-05,-3.8e-05,4.7e-05,3.8e-05
52056,4.7e-05,-2.1e-05,4.7e-05,2.1e-05
52057,1e-05,-3e-05,1e-05,3e-05
52058,-5.1e-05,-6.3e-05,5.1e-05,6.3e-05
52059,-0.000123,-0.000122,0.000123,0.000122
52060,-0.000191,-0.00021,0.000191,0.00021
52061,-0.000236,-0.000251,0.000236,0.000251
52062,-0.00025,-0.000231,0.00025,0.000231
52063,-0.000241,-0.000191,0.000241,0.000191
52064,-0.000214,-0.000165,0.000214,0.000165
52065,-0.000174,-0.000183,0.000174,0.000183
52066,-0.000126,-0.00029,0.000126,0.00029
52067,-7.6e-05,-0.000323,7.6e-05,0.000323
52068,-3.1e-05,-0.000267,3.1e-05,0.000267
52069,-3e-06,-0.000177,3e-06,0.000177
52070,0.0,-9.3e-05,0.0,9.3e-05
52071,-3.1e-05,-5.6e-05,3.1e-05,5.6e-05
52072,-0.000107,-0.000105,0.000107,0.000105
52073,-0.000261,-0.000322,0.000261,0.000322
52074,-0.000223,-0.000273,0.000223,0.000273
52075,-0.000154,-0.000135,0.000154,0.000135
52076,-0.000162,-5.9e-05,0.000162,5.9e-05
52077,-0.000195,-1.2e-05,0.000195,1.2e-05
52078,-0.000224,1.2e-05,0.000224,1.2e-05
52079,-0.000223,1.7e-05,0.000223,1.7e-05
52080,-0.000164,7e-06,0.000164,7e-06
52081,-8e-06,-1.3e-05,8e-06,1.3e-05
52082,8.8e-05,-2.4e-05,8.8e-05,2.4e-05
52083,8.7e-05,-2.5e-05,8.7e-05,2.5e-05
52084,2.9e-05,-2.4e-05,2.9e-05,2.4e-05
52085,-5.6e-05,-3e-05,5.6e-05,3e-05
52086,-0.000138,-5.1e-05,0.000138,5.1e-05
52087,-0.000199,-0.000111,0.000199,0.000111
52088,-6.8e-05,-1e-05,6.8e-05,1e-05
52089,7.3e-05,8.8e-05,7.3e-05,8.8e-05
52090,0.000116,8.7e-05,0.000116,8.7e-05
52091,9.6e-05,3.6e-05,9.6e-05,3.6e-05
52092,2.7e-05,-3.9e-05,2.7e-05,3.9e-05
52093,-7.7e-05,-0.000111,7.7e-05,0.000111
52094,-0.000215,-0.000152,0.000215,0.000152
52095,-0.000252,-0.000173,0.000252,0.000173
52096,-0.000188,-0.000183,0.000188,0.000183
52097,-0.000151,-0.000257,0.000151,0.000257
52098,-0.00013,-0.000336,0.00013,0.000336
52099,-0.000131,-0.000377,0.000131,0.000377
52100,-0.000163,-0.000341,0.000163,0.000341
52101,-0.00023,-0.000158,0.00023,0.000158
52102,-0.000389,-0.000147,0.000389,0.000147
52103,-0.000503,-0.000189,0.000503,0.000189
52104,-0.000508,-0.000182,0.000508,0.000182
52105,-0.000451,-0.000154,0.000451,0.000154
52106,-0.000363,-0.000116,0.000363,0.000116
52107,-0.000273,-7.4e-05,0.000273,7.4e-05
52108,-0.000206,-3.6e-05,0.000206,3.6e-05
52109,-0.000247,-4.9e-05,0.000247,4.9e-05
52110,-0.000241,-3.2e-05,0.000241,3.2e-05
52111,-0.000137,3.9e-05,0.000137,3.9e-05
52112,-2.5e-05,0.000112,2.5e-05,0.000112
52113,3e-05,0.000151,3e-05,0.000151
52114,-3.9e-05,0.000118,3.9e-05,0.000118
52115,-0.000354,-5e-05,0.000354,5e-05
52116,-0.000384,-0.000137,0.000384,0.000137
52117,-0.000247,-0.000161,0.000247,0.000161
52118,-7.8e-05,-0.000154,7.8e-05,0.000154
52119,9e-05,-0.000125,9e-05,0.000125
52120,0.000208,-8.5e-05,0.000208,8.5e-05
52121,0.000227,-4.6e-05,0.000227,4.6e-05
52122,9.9e-05,-1.9e-05,9.9e-05,1.9e-05
52123,-0.00025,-2e-05,0.00025,2e-05
52124,-0.000443,-2e-06,0.000443,2e-06
52125,-0.000404,4.1e-05,0.000404,4.1e-05
52126,-0.000267,9e-05,0.000267,9e-05
52127,-0.000133,0.000128,0.000133,0.000128
52128,-0.000107,0.000138,0.000107,0.000138
52129,-0.000355,0.000108,0.000355,0.000108
52130,-0.000304,-3e-05,0.000304,3e-05
52131,-0.000187,-0.000149,0.000187,0.000149
52132,-0.000162,-0.000183,0.000162,0.000183
52133,-0.000172,-0.000169,0.000172,0.000169
52134,-0.000192,-0.000127,0.000192,0.000127
52135,-0.000199,-7.5e-05,0.000199,7.5e-05
52136,-0.000169,-3.4e-05,0.000169,3.4e-05
52137,-6.9e-05,-2.9e-05,6.9e-05,2.9e-05
52138,3e-06,2.4e-05,3e-06,2.4e-05
52139,1.8e-05,0.000131,1.8e-05,0.000131
52140,-1.3e-05,0.000243,1.3e-05,0.000243
52141,-8.7e-05,0.000317,8.7e-05,0.000317
52142,-0.000198,0.000311,0.000198,0.000311
52143,-0.000363,0.000179,0.000363,0.000179
52144,-0.000327,-7.2e-05,0.000327,7.2e-05
52145,-0.000217,-0.000237,0.000217,0.000237
52146,-0.000142,-0.000238,0.000142,0.000238
52147,-9.2e-05,-0.000154,9.2e-05,0.000154
52148,-7.8e-05,-3.8e-05,7.8e-05,3.8e-05
52149,-0.00011,5.8e-05,0.00011,5.8e-05
52150,-0.000223,7.1e-05,0.000223,7.1e-05
52151,-0.000121,5.6e-05,0.000121,5.6e-05
52152,-5e-06,2.8e-05,5e-06,2.8e-05
52153,-7e-06,-6e-06,7e-06,6e-06
52154,-6.4e-05,-3.1e-05,6.4e-05,3.1e-05
52155,-0.000143,-3.6e-05,0.000143,3.6e-05
52156,-0.00021,-5e-06,0.00021,5e-06
52157,-0.000233,7.2e-05,0.000233,7.2e-05
52158,-0.000168,0.000219,0.000168,0.000219
52159,-0.000151,0.000347,0.000151,0.000347
52160,-0.000205,0.000422,0.000205,0.000422
52161,-0.000272,0.000432,0.000272,0.000432
52162,-0.000304,0.000364,0.000304,0.000364
52163,-0.000255,0.000204,0.000255,0.000204
52164,-3.2e-05,-0.000105,3.2e-05,0.000105
52165,-0.000119,-7.3e-05,0.000119,7.3e-05
52166,-0.000293,9e-06,0.000293,9e-06
52167,-0.000371,-5.3e-05,0.000371,5.3e-05
52168,-0.000396,-0.000154,0.000396,0.000154
52169,-0.000378,-0.000238,0.000378,0.000238
52170,-0.000324,-0.000248,0.000324,0.000248
52171,-0.000242,-0.000127,0.000242,0.000127
52172,-0.000139,0.000209,0.000139,0.000209
52173,-0.00011,0.000443,0.00011,0.000443
52174,-0.000168,0.000489,0.000168,0.000489
52175,-0.000251,0.000404,0.000251,0.000404
52176,-0.000308,0.000227,0.000308,0.000227
52177,-0.000291,-3e-06,0.000291,3e-06
52178,-0.000129,-0.000305,0.000129,0.000305
52179,3e-05,4e-06,3e-05,4e-06
52180,0.000103,0.000349,0.000103,0.000349
52181,7.9e-05,0.00041,7.9e-05,0.00041
52182,9e-06,0.000327,9e-06,0.000327
52183,-6.6e-05,0.000171,6.6e-05,0.000171
52184,-0.000104,9e-06,0.000104,9e-06
52185,-4.6e-05,-9.1e-05,4.6e-05,9.1e-05
52186,-7e-05,-3e-05,7e-05,3e-05
52187,-0.000116,6.9e-05,0.000116,6.9e-05
52188,-0.000139,0.00013,0.000139,0.00013
52189,-0.00015,0.000169,0.00015,0.000169
52190,-0.000152,0.000192,0.000152,0.000192
52191,-0.000145,0.000201,0.000145,0.000201
52192,-0.000132,0.000201,0.000132,0.000201
52193,-0.000117,0.000314,0.000117,0.000314
52194,-9.9e-05,0.000454,9.9e-05,0.000454
52195,-8.1e-05,0.000562,8.1e-05,0.000562
52196,-6.2e-05,0.000619,6.2e-05,0.000619
52197,-4.6e-05,0.000605,4.6e-05,0.000605
52198,-3.2e-05,0.000501,3.2e-05,0.000501
52199,-2.4e-05,0.000287,2.4e-05,0.000287
52200,-1.4e-05,-0.000151,1.4e-05,0.000151
52201,-8.8e-05,0.000192,8.8e-05,0.000192
52202,-0.000122,0.00059,0.000122,0.00059
52203,-6.2e-05,0.000568,6.2e-05,0.000568
52204,2.3e-05,0.000378,2.3e-05,0.000378
52205,8.2e-05,0.000158,8.2e-05,0.000158
52206,4.6e-05,5e-05,4.6e-05,5e-05
52207,8.8e-05,0.000131,8.8e-05,0.000131
52208,0.000153,0.000237,0.000153,0.000237
52209,0.000184,0.000271,0.000184,0.000271
52210,0.00019,0.000253,0.00019,0.000253
52211,0.000166,0.000187,0.000166,0.000187
52212,0.000111,7.4e-05,0.000111,7.4e-05
52213,1.4e-05,-0.000117,1.4e-05,0.000117
52214,-4.5e-05,-1.5e-05,4.5e-05,1.5e-05
52215,-8.1e-05,0.00017,8.1e-05,0.00017
52216,-0.000102,0.00029,0.000102,0.00029
52217,-9.6e-05,0.00036,9.6e-05,0.00036
52218,-5.5e-05,0.000366,5.5e-05,0.000366
52219,3.1e-05,0.000297,3.1e-05,0.000297
52220,0.000195,0.000103,0.000195,0.000103
52221,0.000161,0.000222,0.000161,0.000222
52222,0.000128,0.000359,0.000128,0.000359
52223,0.000199,0.000333,0.000199,0.000333
52224,0.000282,0.000244,0.000282,0.000244
52225,0.000313,0.000146,0.000313,0.000146
52226,0.000233,9.3e-05,0.000233,9.3e-05
52227,-7.2e-05,0.00017,7.2e-05,0.00017
52228,-8.7e-05,0.000105,8.7e-05,0.000105
52229,3e-06,8e-06,3e-06,8e-06
52230,4.2e-05,-3.4e-05,4.2e-05,3.4e-05
52231,6.4e-05,-4.5e-05,6.4e-05,4.5e-05
52232,7.3e-05,-3.2e-05,7.3e-05,3.2e-05
52233,7.1e-05,-3e-06,7.1e-05,3e-06
52234,6.4e-05,3.8e-05,6.4e-05,3.8e-05
52235,0.000122,4.6e-05,0.000122,4.6e-05
52236,0.000197,4.3e-05,0.000197,4.3e-05
52237,0.000259,3.9e-05,0.000259,3.9e-05
52238,0.000297,3.6e-05,0.000297,3.6e-05
52239,0.000301,3.4e-05,0.000301,3.4e-05
52240,0.000263,3.2e-05,0.000263,3.2e-05
52241,0.000173,3.1e-05,0.000173,3.1e-05
52242,1.1e-05,3e-05,1.1e-05,3e-05
52243,-0.000117,6.9e-05,0.000117,6.9e-05
52244,-0.000176,0.000145,0.000176,0.000145
52245,-0.000167,0.000212,0.000167,0.000212
52246,-8.5e-05,0.000233,8.5e-05,0.000233
52247,7.2e-05,0.000169,7.2e-05,0.000169
52248,0.000357,-6.7e-05,0.000357,6.7e-05
52249,0.00019,5.7e-05,0.00019,5.7e-05
52250,-8.4e-05,0.000254,8.4e-05,0.000254
52251,-0.000207,0.00031,0.000207,0.00031
52252,-0.000249,0.000299,0.000249,0.000299
52253,-0.000225,0.000247,0.000225,0.000247
52254,-0.000153,0.000181,0.000153,0.000181
52255,-4.8e-05,0.000128,4.8e-05,0.000128
52256,7.1e-05,0.000149,7.1e-05,0.000149
52257,0.000192,0.000179,0.000192,0.000179
52258,0.000308,0.000103,0.000308,0.000103
52259,0.000398,-1.4e-05,0.000398,1.4e-05
52260,0.000441,-0.000121,0.000441,0.000121
52261,0.000418,-0.000175,0.000418,0.000175
52262,0.000309,-0.000133,0.000309,0.000133
52263,8.4e-05,6.3e-05,8.4e-05,6.3e-05
52264,-0.000107,0.000238,0.000107,0.000238
52265,-0.000208,0.000328,0.000208,0.000328
52266,-0.000243,0.000356,0.000243,0.000356
52267,-0.000223,0.000333,0.000223,0.000333
52268,-0.000162,0.00027,0.000162,0.00027
52269,-7.2e-05,0.000178,7.2e-05,0.000178
52270,3.6e-05,6.8e-05,3.6e-05,6.8e-05
52271,0.000149,-4.9e-05,0.000149,4.9e-05
52272,0.000148,-8.9e-05,0.000148,8.9e-05
52273,0.000109,-0.0001,0.000109,0.0001
52274,6.9e-05,-0.000108,6.9e-05,0.000108
52275,3.4e-05,-0.000112,3.4e-05,0.000112
52276,5e-06,-0.000113,5e-06,0.000113
52277,-1.3e-05,-0.000109,1.3e-05,0.000109
52278,-1.7e-05,-0.000101,1.7e-05,0.000101
52279,2.4e-05,-7.9e-05,2.4e-05,7.9e-05
52280,8.1e-05,-5.4e-05,8.1e-05,5.4e-05
52281,0.000136,-3.2e-05,0.000136,3.2e-05
52282,0.000182,-1.7e-05,0.000182,1.7e-05
52283,0.000199,-1.6e-05,0.000199,1.6e-05
52284,0.000202,-2.5e-05,0.000202,2.5e-05
52285,0.000201,-4.4e-05,0.000201,4.4e-05
52286,0.000224,-9.6e-05,0.000224,9.6e-05
52287,0.000255,-0.00016,0.000255,0.00016
52288,0.000278,-0.00021,0.000278,0.00021
52289,0.000285,-0.000232,0.000285,0.000232
52290,0.000241,-0.000158,0.000241,0.000158
52291,0.0002,-9.8e-05,0.0002,9.8e-05
52292,0.000196,-0.000132,0.000196,0.000132
52293,0.000215,-0.000154,0.000215,0.000154
52294,0.000242,-0.000125,0.000242,0.000125
52295,0.000265,-7.7e-05,0.000265,7.7e-05
52296,0.000273,-3.3e-05,0.000273,3.3e-05
52297,0.000252,-1.7e-05,0.000252,1.7e-05
52298,0.000161,-9.1e-05,0.000161,9.1e-05
52299,6.3e-05,-0.000178,6.3e-05,0.000178
52300,7.2e-05,-0.000203,7.2e-05,0.000203
