# MJD,    cpo_dx,    cpo_dy
52468,  0.000142,  0.000045
52469,  0.000167,  0.000090
52470,  0.000127,  0.000013
52471,  0.000052, -0.000129
52472, -0.000002, -0.000221
52473, -0.000050, -0.000296
52474, -0.000095, -0.000359
52475, -0.000117, -0.000344
52476, -0.000123, -0.000289
52477, -0.000118, -0.000232
52478, -0.000106, -0.000199
52479, -0.000157, -0.000273
52480, -0.000104, -0.000322
52481,  0.000184, -0.000254
52482,  0.000389, -0.000184
52483,  0.000399, -0.000166
52484,  0.000294, -0.000184
52485,  0.000128, -0.000231
52486,  0.000005, -0.000322
52487, -0.000097, -0.000422
52488, -0.000176, -0.000505
52489, -0.000081, -0.000461
52490,  0.000082, -0.000354
52491,  0.000193, -0.000262
52492,  0.000183, -0.000225
52493, -0.000053, -0.000304
52494, -0.000123, -0.000313
52495, -0.000015, -0.000240
52496, -0.000006, -0.000160
52497, -0.000093, -0.000090
52498, -0.000202, -0.000033
52499, -0.000306,  0.000001
52500, -0.000333, -0.000036
52501, -0.000322, -0.000103
52502, -0.000288, -0.000177
52503, -0.000219, -0.000221
52504, -0.000135, -0.000243
52505, -0.000058, -0.000255
52506, -0.000005, -0.000259
52507, -0.000039, -0.000261
52508, -0.000106, -0.000260
52509, -0.000172, -0.000254
52510, -0.000170, -0.000240
52511, -0.000129, -0.000221
52512, -0.000083, -0.000203
52513, -0.000048, -0.000188
52514, -0.000080, -0.000186
52515, -0.000136, -0.000190
52516, -0.000192, -0.000196
52517, -0.000170, -0.000180
52518, -0.000105, -0.000157
52519, -0.000040, -0.000141
52520,  0.000003, -0.000142
52521,  0.000003, -0.000170
52522, -0.000108, -0.000261
52523, -0.000237, -0.000356
52524, -0.000266, -0.000370
52525, -0.000225, -0.000324
52526, -0.000175, -0.000261
52527, -0.000154, -0.000207
52528, -0.000352, -0.000221
52529, -0.000436, -0.000252
52530, -0.000156, -0.000274
52531,  0.000080, -0.000247
52532,  0.000116, -0.000176
52533,  0.000052, -0.000107
52534, -0.000049, -0.000077
52535, -0.000120, -0.000136
52536, -0.000146, -0.000155
52537, -0.000136, -0.000126
52538, -0.000108, -0.000134
52539, -0.000078, -0.000172
52540, -0.000059, -0.000206
52541, -0.000067, -0.000219
52542, -0.000220, -0.000170
52543, -0.000277, -0.000106
52544, -0.000054, -0.000052
52545,  0.000127, -0.000031
52546,  0.000146, -0.000043
52547,  0.000080, -0.000070
52548, -0.000026, -0.000101
52549, -0.000059, -0.000094
52550, -0.000072, -0.000075
52551, -0.000084, -0.000054
52552, -0.000089, -0.000034
52553, -0.000092, -0.000021
52554, -0.000100, -0.000020
52555, -0.000117, -0.000035
52556, -0.000186, -0.000102
52557, -0.000212, -0.000153
52558, -0.000121, -0.000141
52559, -0.000008, -0.000105
52560,  0.000063, -0.000063
52561,  0.000074, -0.000014
52562, -0.000001,  0.000042
52563, -0.000225,  0.000122
52564, -0.000094, -0.000040
52565, -0.000127, -0.000045
52566, -0.000079, -0.000129
52567, -0.000004, -0.000098
52568, -0.000116, -0.000024
52569, -0.000178,  0.000050
52570, -0.000074,  0.000005
52571, -0.000153, -0.000028
52572, -0.000127, -0.000058
52573, -0.000077, -0.000253
52574, -0.000039, -0.000227
52575, -0.000061, -0.000123
52576, -0.000022, -0.000117
52577, -0.000090, -0.000064
52578, -0.000157, -0.000021
52579, -0.000154, -0.000088
52580, -0.000153, -0.000143
52581, -0.000175, -0.000133
52582, -0.000195, -0.000102
52583, -0.000195, -0.000079
52584, -0.000092, -0.000173
52585, -0.000029, -0.000215
52586, -0.000107, -0.000083
52587, -0.000206,  0.000044
52588, -0.000261,  0.000087
52589, -0.000266,  0.000075
52590, -0.000207,  0.000017
52591, -0.000032, -0.000075
52592, -0.000272, -0.000193
52593, -0.000357, -0.000242
52594, -0.000283, -0.000229
52595, -0.000210, -0.000185
52596, -0.000147, -0.000117
52597, -0.000119, -0.000036
52598, -0.000164,  0.000050
52599, -0.000198,  0.000125
52600, -0.000078, -0.000027
52601,  0.000033, -0.000158
52602,  0.000044, -0.000142
52603, -0.000003, -0.000078
52604, -0.000085, -0.000032
52605, -0.000179, -0.000084
52606, -0.000254, -0.000137
52607, -0.000294, -0.000166
52608, -0.000308, -0.000176
52609, -0.000301, -0.000172
52610, -0.000276, -0.000158
52611, -0.000239, -0.000136
52612, -0.000224, -0.000096
52613, -0.000159, -0.000076
52614,  0.000003, -0.000100
52615,  0.000105, -0.000115
52616,  0.000097, -0.000102
52617,  0.000027, -0.000080
52618, -0.000071, -0.000060
52619, -0.000161, -0.000072
52620, -0.000217, -0.000082
52621, -0.000202, -0.000068
52622, -0.000185, -0.000063
52623, -0.000184, -0.000073
52624, -0.000174, -0.000068
52625, -0.000136, -0.000028
52626, -0.000036,  0.000085
52627, -0.000034,  0.000088
52628, -0.000147, -0.000037
52629, -0.000228, -0.000112
52630, -0.000260, -0.000120
52631, -0.000273, -0.000100
52632, -0.000270, -0.000061
52633, -0.000256, -0.000008
52634, -0.000233,  0.000051
52635, -0.000204,  0.000110
52636, -0.000173,  0.000161
52637, -0.000143,  0.000199
52638, -0.000116,  0.000216
52639, -0.000097,  0.000205
52640, -0.000105,  0.000103
52641, -0.000115, -0.000005
52642, -0.000122, -0.000088
52643, -0.000104, -0.000103
52644, -0.000078, -0.000073
52645, -0.000064, -0.000028
52646, -0.000074,  0.000019
52647, -0.000186,  0.000074
52648, -0.000252,  0.000068
52649, -0.000166, -0.000066
52650, -0.000086, -0.000137
52651, -0.000073, -0.000092
52652, -0.000093, -0.000006
52653, -0.000123,  0.000069
52654, -0.000121,  0.000008
52655, -0.000117, -0.000070
52656, -0.000121, -0.000104
52657, -0.000181, -0.000110
52658, -0.000284, -0.000096
52659, -0.000369, -0.000058
52660, -0.000382,  0.000008
52661, -0.000243,  0.000126
52662, -0.000271, -0.000004
52663, -0.000017,  0.000085
52664,  0.000153,  0.000187
52665,  0.000068,  0.000152
52666, -0.000083,  0.000075
52667, -0.000170,  0.000014
52668,  0.000000,  0.000049
52669, -0.000313, -0.000126
52670, -0.000237, -0.000152
52671, -0.000048, -0.000058
52672, -0.000042,  0.000040
52673, -0.000089,  0.000123
52674, -0.000119,  0.000160
52675, -0.000049,  0.000112
52676, -0.000014,  0.000056
52677, -0.000030,  0.000012
52678, -0.000077, -0.000011
52679, -0.000133, -0.000019
52680, -0.000173, -0.000022
52681, -0.000177, -0.000026
52682, -0.000060, -0.000030
52683,  0.000049, -0.000058
52684,  0.000061, -0.000135
52685,  0.000027, -0.000162
52686, -0.000019, -0.000115
52687, -0.000067, -0.000034
52688, -0.000105,  0.000050
52689, -0.000120,  0.000104
52690, -0.000077,  0.000051
52691, -0.000019, -0.000024
52692,  0.000020, -0.000039
52693,  0.000037, -0.000011
52694,  0.000033,  0.000020
52695,  0.000005,  0.000029
52696, -0.000115, -0.000098
52697, -0.000169, -0.000167
52698, -0.000030, -0.000033
52699,  0.000083,  0.000089
52700,  0.000087,  0.000115
52701,  0.000032,  0.000091
52702, -0.000051,  0.000045
52703, -0.000093,  0.000049
52704, -0.000119,  0.000068
52705, -0.000137,  0.000090
52706, -0.000140,  0.000118
52707, -0.000129,  0.000147
52708, -0.000106,  0.000167
52709, -0.000070,  0.000175
52710,  0.000012,  0.000148
52711,  0.000054,  0.000121
52712, -0.000012,  0.000118
52713, -0.000013,  0.000159
52714,  0.000076,  0.000217
52715,  0.000137,  0.000229
52716,  0.000077,  0.000139
52717, -0.000239, -0.000138
52718, -0.000295, -0.000224
52719, -0.000079, -0.000105
52720,  0.000036, -0.000015
52721,  0.000047,  0.000028
52722,  0.000032,  0.000054
52723,  0.000015,  0.000060
52724,  0.000057,  0.000011
52725,  0.000078, -0.000019
52726,  0.000025,  0.000022
52727, -0.000025,  0.000056
52728, -0.000038,  0.000053
52729, -0.000027,  0.000034
52730,  0.000002,  0.000012
52731,  0.000046,  0.000027
52732,  0.000093,  0.000056
52733,  0.000134,  0.000088
52734,  0.000120,  0.000185
52735,  0.000078,  0.000282
52736,  0.000040,  0.000305
52737,  0.000023,  0.000206
52738,  0.000040, -0.000121
52739,  0.000207,  0.000087
52740,  0.000157,  0.000108
52741,  0.000037, -0.000010
52742,  0.000008, -0.000032
52743,  0.000016, -0.000019
52744,  0.000036,  0.000006
52745,  0.000019, -0.000000
52746, -0.000004, -0.000013
52747, -0.000005, -0.000017
52748,  0.000012, -0.000012
52749,  0.000033, -0.000006
52750,  0.000053, -0.000001
52751,  0.000063, -0.000000
52752,  0.000029, -0.000038
52753,  0.000010, -0.000043
52754,  0.000042,  0.000030
52755,  0.000088,  0.000079
52756,  0.000124,  0.000074
52757,  0.000139,  0.000053
52758,  0.000120,  0.000042
52759,  0.000051,  0.000076
52760,  0.000003,  0.000113
52761, -0.000002,  0.000140
52762,  0.000018,  0.000159
52763,  0.000052,  0.000169
52764,  0.000090,  0.000169
52765,  0.000119,  0.000160
52766,  0.000131,  0.000128
52767,  0.000110,  0.000105
52768,  0.000043,  0.000110
52769, -0.000000,  0.000113
52770,  0.000005,  0.000101
52771,  0.000037,  0.000080
52772,  0.000083,  0.000053
52773,  0.000110,  0.000017
52774,  0.000130, -0.000015
52775,  0.000146, -0.000033
52776,  0.000141,  0.000055
52777,  0.000127,  0.000176
52778,  0.000113,  0.000253
52779,  0.000107,  0.000237
52780,  0.000111,  0.000055
52781,  0.000206, -0.000050
52782,  0.000146, -0.000058
52783,  0.000039, -0.000001
52784, -0.000006,  0.000086
52785, -0.000017,  0.000155
52786, -0.000003,  0.000157
52787,  0.000031,  0.000046
52788,  0.000074, -0.000302
52789,  0.000128, -0.000053
52790,  0.000174,  0.000268
52791,  0.000201,  0.000334
52792,  0.000213,  0.000274
52793,  0.000211,  0.000146
52794,  0.000190,  0.000080
52795,  0.000160,  0.000031
52796,  0.000126, -0.000010
52797,  0.000094,  0.000012
52798,  0.000068,  0.000064
52799,  0.000052,  0.000109
52800,  0.000048,  0.000124
52801,  0.000079,  0.000020
52802,  0.000121, -0.000123
52803,  0.000158, -0.000258
52804,  0.000159, -0.000277
52805,  0.000133, -0.000228
52806,  0.000088, -0.000162
52807,  0.000025, -0.000106
52808, -0.000062, -0.000089
52809, -0.000046, -0.000050
52810,  0.000203, -0.000084
52811,  0.000411, -0.000125
52812,  0.000444, -0.000123
52813,  0.000378, -0.000097
52814,  0.000253, -0.000055
52815,  0.000145, -0.000006
52816,  0.000045,  0.000041
52817, -0.000043,  0.000077
52818, -0.000054,  0.000056
52819, -0.000016,  0.000006
52820,  0.000038, -0.000043
52821,  0.000095, -0.000073
52822,  0.000127, -0.000041
52823,  0.000147,  0.000009
52824,  0.000172,  0.000023
52825,  0.000197,  0.000002
52826,  0.000212, -0.000037
52827,  0.000211, -0.000084
52828,  0.000188, -0.000132
52829,  0.000041, -0.000182
52830, -0.000003, -0.000206
52831,  0.000211, -0.000181
52832,  0.000397, -0.000123
52833,  0.000445, -0.000050
52834,  0.000406,  0.000011
52835,  0.000311,  0.000040
52836,  0.000186,  0.000019
52837,  0.000102, -0.000184
52838, -0.000021, -0.000304
52839, -0.000098, -0.000334
52840, -0.000086, -0.000337
52841, -0.000025, -0.000310
52842,  0.000059, -0.000259
52843,  0.000107, -0.000174
52844,  0.000138, -0.000084
52845,  0.000157, -0.000010
52846,  0.000131, -0.000023
52847,  0.000082, -0.000088
52848,  0.000034, -0.000170
52849, -0.000001, -0.000251
52850,  0.000030, -0.000281
52851,  0.000084, -0.000288
52852,  0.000140, -0.000283
52853,  0.000164, -0.000269
52854,  0.000166, -0.000249
52855,  0.000156, -0.000231
52856,  0.000138, -0.000220
52857,  0.000112, -0.000231
52858,  0.000086, -0.000254
52859,  0.000065, -0.000282
52860,  0.000064, -0.000319
52861,  0.000078, -0.000355
52862,  0.000105, -0.000382
52863,  0.000144, -0.000394
52864,  0.000214, -0.000360
52865,  0.000285, -0.000307
52866,  0.000336, -0.000251
52867,  0.000296, -0.000207
52868,  0.000204, -0.000178
52869,  0.000101, -0.000168
52870,  0.000011, -0.000181
52871,  0.000006, -0.000260
52872,  0.000035, -0.000356
52873,  0.000069, -0.000437
52874,  0.000057, -0.000402
52875,  0.000021, -0.000306
52876, -0.000017, -0.000212
52877, -0.000045, -0.000152
52878, -0.000077, -0.000246
52879, -0.000043, -0.000319
52880,  0.000116, -0.000250
52881,  0.000245, -0.000153
52882,  0.000280, -0.000092
52883,  0.000263, -0.000058
52884,  0.000217, -0.000054
52885,  0.000166, -0.000083
52886,  0.000157, -0.000164
52887,  0.000159, -0.000255
52888,  0.000169, -0.000303
52889,  0.000183, -0.000313
52890,  0.000189, -0.000300
52891,  0.000180, -0.000275
52892,  0.000150, -0.000254
52893,  0.000087, -0.000221
52894, -0.000019, -0.000161
52895, -0.000014, -0.000114
52896,  0.000087, -0.000091
52897,  0.000129, -0.000089
52898, -0.000023, -0.000105
52899, -0.000616, -0.000146
52900, -0.000138, -0.000044
52901,  0.000146, -0.000143
52902,  0.000152, -0.000272
52903,  0.000175, -0.000287
52904,  0.000176, -0.000249
52905,  0.000157, -0.000190
52906,  0.000116, -0.000195
52907,  0.000064, -0.000219
52908,  0.000011, -0.000240
52909, -0.000021, -0.000237
52910, -0.000037, -0.000220
52911, -0.000046, -0.000204
52912, -0.000050, -0.000196
52913, -0.000055, -0.000233
52914, -0.000057, -0.000278
52915, -0.000051, -0.000311
52916, -0.000019, -0.000264
52917,  0.000025, -0.000176
52918,  0.000065, -0.000089
52919,  0.000091, -0.000026
52920,  0.000062, -0.000079
52921,  0.000015, -0.000172
52922, -0.000031, -0.000260
52923, -0.000021, -0.000215
52924,  0.000017, -0.000110
52925,  0.000051, -0.000024
52926,  0.000064, -0.000003
52927,  0.000034, -0.000105
52928,  0.000022, -0.000179
52929,  0.000034, -0.000201
52930,  0.000061, -0.000205
52931,  0.000092, -0.000199
52932,  0.000118, -0.000183
52933,  0.000130, -0.000163
52934,  0.000118, -0.000115
52935,  0.000073, -0.000112
52936, -0.000016, -0.000216
52937, -0.000084, -0.000300
52938, -0.000104, -0.000320
52939, -0.000094, -0.000308
52940, -0.000062, -0.000286
52941, -0.000022, -0.000318
52942,  0.000020, -0.000361
52943,  0.000058, -0.000392
52944,  0.000066, -0.000351
52945,  0.000053, -0.000278
52946,  0.000027, -0.000213
52947, -0.000008, -0.000183
52948, -0.000086, -0.000281
52949, -0.000109, -0.000362
52950,  0.000007, -0.000325
52951,  0.000068, -0.000246
52952,  0.000019, -0.000175
52953, -0.000065, -0.000128
52954, -0.000130, -0.000125
52955, -0.000115, -0.000195
52956, -0.000039, -0.000226
52957,  0.000068, -0.000207
52958,  0.000090, -0.000170
52959,  0.000053, -0.000131
52960,  0.000017, -0.000108
52961,  0.000019, -0.000116
52962,  0.000114, -0.000211
52963,  0.000107,  0.000111
52964,  0.000070, -0.000060
52965,  0.000067, -0.000329
52966,  0.000082, -0.000342
52967,  0.000079, -0.000266
52968,  0.000023, -0.000188
52969, -0.000130, -0.000214
52970, -0.000240, -0.000228
52971, -0.000266, -0.000202
52972, -0.000241, -0.000158
52973, -0.000184, -0.000110
52974, -0.000118, -0.000072
52975, -0.000063, -0.000059
52976, -0.000058, -0.000084
52977,  0.000141, -0.000206
52978, -0.000008, -0.000145
52979, -0.000230, -0.000041
52980, -0.000280, -0.000018
52981, -0.000243, -0.000033
52982, -0.000152, -0.000071
52983, -0.000040, -0.000114
52984,  0.000049, -0.000133
52985,  0.000204, -0.000274
52986,  0.000290, -0.000367
52987,  0.000257, -0.000338
52988,  0.000165, -0.000253
52989,  0.000056, -0.000157
52990,  0.000014, -0.000127
52991, -0.000016, -0.000129
52992, -0.000063, -0.000153
52993, -0.000082, -0.000160
52994, -0.000059, -0.000138
52995, -0.000010, -0.000098
52996,  0.000054, -0.000049
52997,  0.000070, -0.000037
52998,  0.000064, -0.000042
52999,  0.000052, -0.000054
53000,  0.000034, -0.000071
53001,  0.000014, -0.000090
53002, -0.000005, -0.000109
53003, -0.000022, -0.000128
53004,  0.000003, -0.000098
53005,  0.000041, -0.000057
53006,  0.000079, -0.000022
53007,  0.000113,  0.000003
53008,  0.000138,  0.000011
53009,  0.000153, -0.000001
53010,  0.000153, -0.000040
53011,  0.000110, -0.000157
53012,  0.000082, -0.000240
53013,  0.000095, -0.000235
53014,  0.000116, -0.000284
53015,  0.000122, -0.000390
53016,  0.000100, -0.000425
53017,  0.000038, -0.000283
53018, -0.000089,  0.000198
53019, -0.000140,  0.000279
53020, -0.000106, -0.000063
53021, -0.000072, -0.000239
53022, -0.000046, -0.000233
53023, -0.000022, -0.000175
53024, -0.000003, -0.000101
53025,  0.000006, -0.000042
53026, -0.000006, -0.000075
53027, -0.000026, -0.000130
53028, -0.000047, -0.000153
53029, -0.000067, -0.000153
53030, -0.000083, -0.000145
53031, -0.000092, -0.000139
53032, -0.000083, -0.000171
53033, -0.000065, -0.000211
53034, -0.000043, -0.000243
53035, -0.000021, -0.000226
53036,  0.000001, -0.000179
53037,  0.000022, -0.000127
53038,  0.000044, -0.000081
53039,  0.000073, -0.000031
53040,  0.000087, -0.000043
53041,  0.000069, -0.000178
53042,  0.000012, -0.000221
53043, -0.000067, -0.000134
53044, -0.000129, -0.000041
53045, -0.000142, -0.000041
53046, -0.000071, -0.000294
53047,  0.000121, -0.000058
53048, -0.000039, -0.000009
53049, -0.000241, -0.000082
53050, -0.000258, -0.000090
53051, -0.000178, -0.000098
53052, -0.000041, -0.000138
53053,  0.000172, -0.000395
53054,  0.000271, -0.000522
53055,  0.000091, -0.000256
53056, -0.000081, -0.000019
53057, -0.000128,  0.000020
53058, -0.000106, -0.000048
53059, -0.000049, -0.000170
53060, -0.000036, -0.000228
53061, -0.000034, -0.000263
53062, -0.000030, -0.000287
53063, -0.000039, -0.000257
53064, -0.000049, -0.000198
53065, -0.000050, -0.000137
53066, -0.000032, -0.000090
53067,  0.000049, -0.000079
53068,  0.000107, -0.000103
53069,  0.000083, -0.000170
53070,  0.000065, -0.000157
53071,  0.000074, -0.000060
53072,  0.000066,  0.000022
53073,  0.000003,  0.000002
53074, -0.000167, -0.000237
53075, -0.000243, -0.000285
53076, -0.000207, -0.000122
53077, -0.000144,  0.000005
53078, -0.000073,  0.000069
53079, -0.000001,  0.000094
53080,  0.000055,  0.000069
53081,  0.000080, -0.000117
53082,  0.000056, -0.000227
53083, -0.000037, -0.000082
53084, -0.000117,  0.000056
53085, -0.000149,  0.000081
53086, -0.000147,  0.000045
53087, -0.000120, -0.000023
53088, -0.000067, -0.000064
53089, -0.000008, -0.000095
53090,  0.000046, -0.000115
53091,  0.000042, -0.000086
53092,  0.000006, -0.000030
53093, -0.000036,  0.000025
53094, -0.000070,  0.000065
53095, -0.000048,  0.000037
53096, -0.000007, -0.000018
53097,  0.000031, -0.000077
53098,  0.000019, -0.000106
53099, -0.000022, -0.000112
53100, -0.000064, -0.000109
53101, -0.000097, -0.000098
53102, -0.000093, -0.000086
53103, -0.000074, -0.000069
53104, -0.000056, -0.000009
53105, -0.000042,  0.000074
53106, -0.000033,  0.000145
53107, -0.000031,  0.000177
53108, -0.000039,  0.000145
53109, -0.000063,  0.000004
53110, -0.000054, -0.000003
53111, -0.000010,  0.000126
53112,  0.000049,  0.000201
53113,  0.000111,  0.000215
53114,  0.000170,  0.000205
53115,  0.000213,  0.000178
53116,  0.000208,  0.000149
53117,  0.000178,  0.000118
53118,  0.000140,  0.000087
53119,  0.000105,  0.000066
53120,  0.000078,  0.000055
53121,  0.000059,  0.000051
53122,  0.000054,  0.000057
53123,  0.000086,  0.000084
53124,  0.000131,  0.000116
53125,  0.000172,  0.000142
53126,  0.000164,  0.000143
53127,  0.000130,  0.000124
53128,  0.000100,  0.000088
53129,  0.000088,  0.000036
53130,  0.000168, -0.000060
53131,  0.000213, -0.000129
53132,  0.000129, -0.000115
53133,  0.000074, -0.000053
53134,  0.000096,  0.000017
53135,  0.000131,  0.000058
53136,  0.000131,  0.000032
53137,  0.000031, -0.000139
53138, -0.000001,  0.000104
53139,  0.000119,  0.000161
53140,  0.000208,  0.000099
53141,  0.000188,  0.000092
53142,  0.000118,  0.000082
53143,  0.000034,  0.000047
53144,  0.000000, -0.000084
53145, -0.000014, -0.000230
53146, -0.000026, -0.000267
53147, -0.000030, -0.000211
53148, -0.000016, -0.000115
53149,  0.000024, -0.000009
53150,  0.000096,  0.000078
53151,  0.000292,  0.000124
